,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,5,10,10,10,10,10,10,16,16,10,16,100,10,10,100,96,77,7,6,6,6,6,6,44,79,79,79,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,0,19,19,16,18,20,20,20,20,20,13,13,1,1,1,1,1,8,15,15,15,15,15,15,6,39,84,53,60,43,133,191,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,2,2,20,1,1,1,1,1,1,1,1,1,13,3,3,3,2,9,13,0,33,33,44,66,64,74,18,82,97,76,46,46,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,4,2,2,20,1,1,1,1,66,41,37,5,127,127,127,127,210,210,1,12,12,34,11,34,12,12,12,98,98,136,155,136,155,155,221,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,5,10,10,10,29,48,11,41,0,24,66,28,154,36,190,190,190,7,7,29,29,44,50,62,62,50,50,62,62,62,62,62,62,62,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,4,0,16,20,20,15,15,15,15,15,106,55,55,55,55,55,55,5,9,24,36,36,53,53,53,53,53,100,100,100,100,100,100,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,18,18,18,45,45,45,45,45,45,45,45,45,45,45,45,233,4,4,4,4,4,4,54,29,23,29,29,22,131,131,131,131,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,18,18,13,40,40,40,40,40,40,40,40,40,40,40,40,40,5,5,2,2,2,2,2,2,2,2,2,2,2,166,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,0,19,19,16,18,20,20,20,20,20,13,7,131,63,197,197,197,2,11,19,20,13,5,23,7,78,48,73,90,85,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,6,6,6,6,6,6,16,36,18,48,26,20,20,7,7,7,220,5,9,24,36,36,53,53,53,36,34,83,83,83,36,36,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,6,6,4,33,39,25,27,28,81,2,80,99,6,16,142,99,127,2,9,7,32,32,32,32,32,32,32,32,32,32,86,186,186,186,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,0,19,19,16,18,20,20,20,20,20,13,13,1,1,1,1,1,7,17,17,31,20,47,47,47,47,95,7,7,7,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,2,2,7,0,47,47,47,47,47,91,91,122,122,81,81,195,195,2,11,19,28,18,37,7,76,76,71,40,40,82,40,40,40,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,4,0,16,20,20,15,15,15,15,15,106,106,106,172,106,207,106,4,0,8,12,10,25,25,19,19,14,14,132,132,132,132,15,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,2,2,20,1,1,1,1,1,1,1,1,1,13,3,3,3,2,5,5,2,0,24,42,42,42,77,77,103,103,103,103,189,189,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,5,10,22,10,33,37,5,77,77,77,18,138,32,138,138,175,95,2,11,14,24,5,45,61,58,48,46,25,19,3,175,175,210,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,0,19,19,29,37,5,24,2,80,99,65,74,49,26,23,19,7,2,11,14,3,3,3,3,3,3,3,26,91,98,74,104,38,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,9,13,23,23,24,19,61,65,49,47,20,23,143,143,143,165,68,8,19,25,38,38,38,38,38,38,97,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,14,0,11,15,35,35,35,35,35,82,39,109,86,108,123,161,95,34,0,18,23,18,25,13,43,44,86,21,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,2,2,24,2,1,1,1,49,66,31,75,120,120,120,120,120,120,5,5,2,2,2,2,2,2,2,2,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,4,0,4,33,39,25,27,28,5,81,32,35,35,35,61,172,232,2,9,7,32,32,32,32,32,32,32,32,32,32,32,145,185,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,2,2,20,1,1,1,1,1,1,1,1,1,13,3,3,3,2,0,2,10,19,1,56,10,55,7,38,1,1,1,163,185,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,5,10,10,22,22,22,22,22,22,22,22,22,22,22,22,22,22,3,8,20,39,39,39,39,54,17,39,39,56,80,99,163,124,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,5,10,10,22,22,22,22,22,22,22,22,22,22,22,22,22,22,8,15,15,15,15,12,56,57,45,82,89,47,19,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,9,9,5,5,27,28,19,61,61,65,41,12,60,149,108,213,204,1,1,1,11,30,11,11,30,30,30,30,84,84,84,84,187,187,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,5,7,7,0,47,47,47,47,47,91,91,122,122,122,122,103,234,6,10,26,30,37,36,69,1,69,89,21,135,140,140,140,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,6,4,25,24,44,44,58,5,62,6,99,10,92,57,49,48,24,3,14,21,8,17,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,2,2,20,1,1,1,1,1,1,1,1,1,13,3,3,3,2,9,13,13,13,21,59,59,59,59,83,108,108,108,108,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,2,5,10,22,15,29,48,11,23,3,50,104,104,104,104,104,104,211,2,11,14,20,13,5,23,50,73,57,111,111,111,111,111,111,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,1,14,14,14,14,14,14,14,14,14,14,14,24,177,149,128,35,8,15,15,15,15,15,15,15,15,15,15,15,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,1,14,22,22,22,22,22,22,22,22,22,121,121,121,121,121,121,5,5,2,2,2,2,2,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,0,5,1,38,38,23,25,25,38,82,82,139,139,139,139,139,139,3,8,20,8,17,54,60,60,60,54,54,54,54,54,55,77,191,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,9,12,8,30,15,17,17,17,13,0,90,62,62,119,14,140,100,3,17,17,8,17,31,31,31,31,31,31,31,117,117,196,162,169,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,2,6,6,6,6,6,16,36,18,48,26,20,20,7,7,7,220,8,1,15,15,15,15,15,6,39,84,53,130,43,83,68,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,0,19,19,16,18,20,20,20,20,20,13,38,44,86,80,35,205,2,9,7,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,11,4,15,3,12,16,16,18,56,24,90,115,41,38,68,109,109,175,8,1,1,11,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,7,3,2,36,2,18,26,71,71,71,71,71,71,71,71,71,71,6,10,18,25,49,1,64,74,85,85,63,38,97,68,56,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,7,3,2,36,2,18,26,71,71,71,71,71,71,71,71,71,71,1,0,8,27,34,16,34,8,8,8,8,57,58,154,2,171,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,9,13,23,23,24,19,61,65,49,47,20,23,143,143,143,216,216,8,1,27,26,28,26,26,16,58,5,58,77,156,173,99,211,211,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,5,10,22,22,22,22,22,22,22,22,55,125,125,125,125,125,125,2,9,7,32,14,28,57,77,80,94,94,137,137,137,199,199,199,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,8,1,17,8,41,0,23,11,60,28,46,119,14,85,65,57,48,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,4,0,16,20,20,15,15,15,15,15,106,106,106,172,106,207,106,8,1,27,26,26,18,18,26,26,26,114,61,154,80,176,173,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,11,9,13,23,23,24,19,61,65,83,83,83,83,12,110,27,217,217,4,4,4,23,48,48,48,48,81,81,37,5,135,169,59,184,51,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,4,0,16,20,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,13,21,59,59,59,59,59,59,108,108,108,108,70,70,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,9,15,24,29,37,5,24,2,80,99,65,74,49,26,23,186,86,5,5,2,2,2,2,2,2,53,53,28,28,28,28,28,28,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,4,0,18,18,45,45,45,45,45,45,45,45,45,45,45,45,17,9,13,13,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,4,0,16,20,20,15,15,15,15,15,106,106,106,172,106,207,106,8,1,26,30,37,18,18,1,66,10,11,95,99,73,64,65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,8,1,28,28,36,26,36,18,26,13,105,137,137,137,137,137,148,2,11,14,20,13,5,23,7,78,48,43,73,25,90,76,68,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,9,13,24,3,12,24,2,60,89,89,89,89,89,153,113,177,94,9,13,13,33,33,33,33,33,33,33,33,33,5,77,78,42,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AW,4.0,49.0,56.0,562.0,5621.0,20.0,2020.0,925.0,405.0,5,9,9,5,5,27,28,53,78,72,72,72,110,149,160,172,176,140,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,6,12,7,0,47,47,47,47,47,91,91,122,122,122,122,122,122,2,11,19,28,18,37,7,76,76,76,105,124,124,124,124,206,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,0,9,5,5,27,28,19,61,61,65,77,49,48,24,24,33,51,5,9,24,3,3,3,3,3,3,3,3,55,53,38,173,139,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,1,14,14,8,41,0,55,72,57,58,108,80,88,112,60,149,184,9,13,13,9,9,9,9,9,9,9,9,9,5,77,78,42,133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,8,1,17,3,12,41,38,38,70,60,28,61,93,92,69,65,50,5,9,24,36,36,24,24,24,36,36,36,118,118,118,118,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,9,2,17,29,31,42,32,39,75,17,27,117,117,117,117,117,117,235,2,9,7,32,32,32,32,32,32,32,32,32,32,32,145,185,159,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,6,16,27,19,46,46,64,64,64,64,64,64,64,64,64,64,64,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,0,19,19,16,18,20,20,20,20,20,13,13,1,1,1,1,1,5,5,0,0,0,0,0,0,0,42,42,42,42,42,181,29,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,1,5,17,38,38,23,25,25,31,56,17,91,68,114,111,36,93,7,7,28,10,7,51,51,51,50,50,90,17,77,159,38,175,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,0,5,17,25,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,12,23,48,48,48,48,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,0,19,19,3,12,24,2,60,89,89,88,88,5,167,89,89,60,4,4,4,13,21,59,59,59,59,59,59,59,70,177,177,70,70,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,4,0,16,20,20,15,15,15,15,15,106,106,106,172,106,207,106,7,7,29,29,29,29,29,39,55,68,99,48,22,12,7,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
