,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,8,13,3,23,13,3,29,19,9,81,61,41,21,170,149,129,109,6,6,6,6,6,55,55,55,55,55,55,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,3,16,25,25,25,25,62,25,25,25,25,25,25,166,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,9,8,11,38,46,0,62,27,79,69,49,29,9,128,190,170,150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,148,147,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,4,1,7,10,16,24,47,57,47,37,27,91,71,133,113,92,72,52,3,10,10,10,10,10,63,75,75,75,75,124,63,63,63,209,209,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,8,16,16,34,27,1,8,28,18,8,71,51,142,122,101,153,22,1,1,1,32,32,32,32,32,82,36,32,32,32,160,84,207,191,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,2,4,15,29,16,42,47,6,88,75,117,89,132,112,91,71,51,2,7,26,26,26,26,26,9,8,56,26,122,122,175,104,104,236,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,2,4,15,5,7,42,7,30,20,42,114,94,74,54,33,13,104,9,15,15,37,37,37,31,37,37,3,31,31,31,31,31,31,31,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,2,4,15,5,7,42,7,30,20,42,114,94,74,54,33,13,104,2,7,26,38,38,38,38,38,38,38,107,107,107,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,2,4,15,24,22,52,37,51,33,70,78,58,38,18,140,87,144,4,2,12,33,33,49,52,47,9,91,48,129,129,129,129,129,129,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,19,5,25,23,39,32,12,2,2,9,20,7,38,19,205,185,2,7,26,26,26,26,26,9,8,56,83,83,83,176,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,4,12,13,9,22,6,2,68,64,22,22,97,56,131,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,4,3,13,39,29,19,9,72,41,94,72,136,146,126,105,85,74,1,1,1,13,13,13,13,13,42,7,7,80,141,45,42,181,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,3,12,26,6,39,20,59,73,63,53,76,56,150,130,51,89,69,4,2,13,9,14,15,25,69,10,85,109,109,103,75,190,118,235,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,7,10,29,48,49,36,26,56,72,101,68,61,176,155,0,173,9,15,15,37,37,37,34,16,31,4,36,29,143,134,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,2,7,26,38,38,38,38,38,26,26,107,107,107,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,8,16,16,34,27,1,38,48,38,28,8,18,36,99,37,24,3,4,2,16,16,16,16,3,49,17,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,4,2,16,33,33,33,67,67,67,67,67,67,67,67,196,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,8,8,8,39,39,22,57,65,65,54,39,131,19,112,54,191,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,14,8,18,21,22,20,13,50,53,61,26,6,6,117,177,39,57,37,1,1,1,32,32,32,32,32,82,82,82,41,29,169,4,112,153,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,6,11,18,1,36,53,15,41,30,47,94,9,86,68,52,51,31,2,7,26,38,38,38,38,38,38,38,38,104,104,175,104,104,236,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,1,7,10,29,48,49,36,26,56,72,15,63,95,48,27,162,233,2,12,20,20,20,20,20,20,20,20,20,20,20,144,144,204,144,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,3,6,37,37,27,17,7,10,57,56,36,116,144,123,103,83,8,13,4,1,1,1,1,1,1,1,1,1,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,8,13,3,23,13,3,44,19,78,98,63,101,76,174,153,133,113,5,6,6,6,6,41,41,22,6,84,59,102,93,51,183,183,183,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,8,13,3,23,13,3,29,19,9,81,61,41,21,170,149,129,109,8,8,8,8,8,8,65,74,74,74,65,139,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,6,12,18,14,38,9,55,50,35,25,70,50,125,146,62,100,99,8,16,9,22,48,52,66,66,66,66,87,87,87,87,87,87,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,3,12,26,6,39,20,59,73,63,53,33,13,70,40,51,9,7,8,16,9,22,48,52,66,66,66,90,90,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,3,6,37,37,27,17,7,10,57,56,36,116,144,123,103,83,5,11,11,36,36,36,36,36,36,98,98,98,98,9,199,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,8,16,16,34,27,4,43,75,65,55,109,12,139,76,82,52,32,9,15,15,24,24,24,33,24,24,24,24,132,132,132,112,215,212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,2,8,16,16,15,44,44,34,24,14,4,3,74,147,125,116,84,45,4,2,16,16,16,16,3,49,17,52,112,128,97,58,50,49,24,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,1,5,1,24,34,10,49,49,71,24,46,92,63,127,132,43,23,8,8,8,8,8,8,65,74,74,74,65,139,74,74,98,93,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,0,0,0,2,44,44,44,44,44,44,44,44,153,167,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,6,5,2,23,13,19,5,58,39,6,76,48,47,125,31,135,116,195,1,1,1,13,13,7,7,7,7,7,7,7,7,172,172,216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,5,27,16,24,47,57,47,42,27,47,77,134,41,150,111,220,5,18,18,18,2,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,19,5,25,23,39,32,12,2,2,9,20,7,38,19,205,185,8,8,8,8,8,8,65,74,74,74,65,139,68,140,98,93,70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,6,10,19,30,31,21,11,1,29,19,50,135,100,77,56,36,110,2,12,20,20,34,2,30,34,34,34,34,34,34,83,34,34,34,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,18,1,7,10,16,24,47,57,47,42,27,47,46,127,145,124,104,84,8,8,8,8,8,8,65,74,74,74,8,8,8,8,65,65,65,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,7,4,21,0,47,39,59,56,57,30,10,103,78,48,48,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,3,16,25,25,25,48,48,48,48,92,92,5,22,4,52,146,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,0,0,12,9,42,32,22,70,60,50,30,10,24,19,47,152,132,3,16,25,25,25,5,62,62,62,62,118,118,118,177,186,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,8,16,16,16,24,47,57,47,35,27,5,16,98,150,129,109,89,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,148,147,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,0,0,17,0,49,30,20,56,47,32,16,25,68,24,96,79,208,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,7,10,29,48,49,36,26,56,72,88,72,48,32,11,125,105,3,10,3,3,40,48,48,48,48,92,92,3,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,7,0,0,28,3,15,12,27,76,5,74,98,78,158,138,148,128,108,3,10,10,10,10,10,63,75,75,75,75,124,124,124,124,124,124,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,9,15,15,37,37,37,24,24,81,95,95,95,95,165,165,9,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,8,16,16,1,22,52,37,51,33,21,118,98,78,58,187,167,147,4,2,13,9,14,49,17,69,22,8,66,79,146,43,17,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,2,4,15,29,48,42,7,30,20,42,114,94,74,54,33,13,104,9,9,7,37,21,57,61,61,61,61,61,61,61,61,193,55,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,7,10,29,48,49,36,26,56,72,88,72,48,32,11,125,105,8,17,28,28,28,28,16,8,86,87,106,106,106,106,106,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,9,8,11,7,46,36,26,62,70,60,40,128,108,88,3,27,179,4,12,13,9,22,6,17,69,22,8,66,79,103,75,190,118,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,0,0,17,0,49,17,4,11,1,0,7,0,0,1,191,171,151,9,15,15,37,37,37,24,24,81,3,31,31,31,31,31,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,4.0,49.0,56.0,562.0,5621.0,20.0,2020.0,925.0,405.0,5,8,12,28,3,24,12,2,64,40,44,98,78,56,36,15,179,143,2,7,26,26,34,2,30,50,83,83,54,96,149,130,189,189,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,3,12,26,6,28,43,33,23,13,3,77,121,143,45,31,208,188,4,2,12,9,14,15,15,78,78,78,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,2,9,0,35,22,33,37,71,89,78,64,81,72,117,170,150,68,2,12,20,20,20,20,20,20,20,20,20,20,137,137,137,137,238,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,3,18,21,22,20,13,50,53,61,26,6,97,22,132,108,188,168,9,15,15,24,24,24,24,24,81,95,95,95,95,165,165,165,165,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,6,14,18,14,38,9,66,63,82,65,26,113,60,178,157,137,117,4,2,13,9,14,15,17,69,22,8,109,109,109,109,109,109,109,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,9,0,0,17,0,49,18,2,64,17,9,96,76,56,36,15,73,239,2,12,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,2,19,5,25,23,39,32,12,2,2,9,20,113,137,172,163,78,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,0,0,17,0,49,17,4,11,1,0,7,0,0,128,190,170,151,0,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,5,2,23,13,19,5,58,39,6,76,48,47,51,31,45,31,42,5,18,18,18,2,53,53,53,49,53,53,137,116,179,45,10,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,5,2,23,13,19,5,58,39,6,76,48,47,51,31,45,31,42,3,10,3,3,40,40,40,40,40,40,40,40,40,40,40,40,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,6,11,24,28,32,22,67,32,40,44,17,23,15,101,185,212,235,3,9,10,10,5,3,50,72,72,72,72,72,72,139,139,139,139,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,7,17,7,31,21,11,1,0,34,66,58,2,1,61,154,203,183,1,1,1,13,32,7,7,7,7,7,7,7,7,172,172,216,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
