,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,4,0,5,3,3,11,3,42,55,39,11,103,21,148,179,168,181,7,7,23,9,34,59,10,73,53,41,5,0,29,144,104,208,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,0,4,9,28,47,31,64,49,29,4,115,70,34,39,92,27,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,4,0,16,1,40,25,56,78,84,64,23,10,129,55,103,196,151,4,11,25,5,24,49,29,65,10,20,35,134,98,112,124,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,2,11,18,2,23,15,69,53,30,10,24,31,153,130,199,27,182,3,15,28,13,29,58,33,18,50,81,75,30,156,128,88,219,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,9,10,12,18,4,49,4,28,5,70,1,28,59,160,53,68,18,8,4,11,29,37,18,66,77,57,32,40,62,63,68,96,180,35,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,5,7,10,17,7,0,27,9,89,69,28,43,58,133,177,192,154,3,9,20,25,5,33,49,72,52,27,97,89,53,11,0,202,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,2,6,9,29,25,44,59,39,16,75,94,17,157,158,34,189,119,2,8,28,13,29,58,33,18,50,81,75,30,156,128,97,211,115,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,0,18,19,11,24,28,16,54,76,68,20,119,75,33,6,1,1,7,7,23,9,34,46,10,26,24,28,45,100,64,12,86,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,14,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,0,2,8,20,0,44,19,4,64,39,3,92,132,90,50,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
ALLE,3.0,34.0,33.0,332.0,3325.0,20.0,2010.0,-1.0,-1.0,15,0,11,27,37,46,23,45,57,48,28,70,115,71,29,151,157,117,8,5,14,31,38,30,58,78,5,92,14,63,60,166,126,86,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,3,6,3,13,26,3,53,11,24,61,15,53,134,92,50,8,30,2,8,10,36,20,32,18,67,84,59,23,118,35,137,174,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,5,19,0,35,33,58,28,71,79,40,84,65,23,35,58,14,158,3,9,20,25,5,33,49,72,52,27,97,89,53,11,0,202,164,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,2,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,17,15,0,10,22,27,45,26,61,46,26,47,63,79,43,1,65,204,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,13,7,14,14,20,28,5,1,6,31,9,27,23,19,2,153,218,173,2,9,20,25,5,33,8,61,41,30,71,26,55,13,55,91,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,2,13,12,23,48,39,18,51,54,29,93,41,117,75,171,131,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,1,6,3,13,26,3,53,11,24,61,15,53,134,92,50,8,30,7,12,17,8,9,56,57,63,68,70,10,3,51,48,186,146,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,0,11,17,31,10,35,26,31,57,79,38,62,113,28,135,136,208,8,4,9,28,43,30,58,78,5,87,14,128,92,161,121,82,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,7,12,17,15,23,0,60,47,85,60,78,103,67,25,6,215,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,5,4,24,19,22,50,38,18,2,81,22,44,36,7,142,100,55,0,2,8,17,8,36,11,76,58,31,13,102,148,106,66,26,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,1,9,18,2,23,56,67,58,67,98,57,14,17,78,171,159,144,0,2,8,17,8,36,11,76,58,31,13,102,148,106,66,26,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,8,16,26,6,49,8,42,33,81,11,102,59,109,67,25,198,153,5,11,16,10,10,52,27,12,56,77,41,37,62,173,133,93,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
ANET,3.0,35.0,33.0,334.0,3341.0,45.0,4520.0,-1.0,-1.0,2,2,19,0,36,29,58,28,71,79,40,7,25,23,68,26,160,72,3,8,28,13,29,58,33,18,50,33,55,127,78,118,78,38,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,3,17,15,4,13,52,39,25,42,95,105,92,103,90,157,115,70,1,18,1,18,40,2,63,48,28,3,39,82,46,159,119,79,41,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,2,6,7,1,39,20,31,30,83,96,60,50,50,154,197,157,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,2,6,28,14,30,7,14,38,15,82,100,57,13,59,13,12,198,5,11,16,10,10,52,27,12,56,77,41,37,62,173,133,93,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,7,14,14,20,28,25,56,78,84,64,23,10,129,55,103,196,151,9,0,6,24,44,25,55,68,38,13,36,129,93,156,116,76,38,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,11,3,17,4,9,46,23,45,57,48,28,70,115,71,29,151,109,64,3,9,19,12,3,24,49,72,52,27,66,56,59,30,154,196,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,9,16,10,17,5,41,29,47,46,34,118,75,31,150,108,66,21,1,19,18,37,13,55,69,54,34,76,88,108,56,50,29,25,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,9,16,10,17,5,41,29,47,46,34,118,75,31,150,108,66,21,1,19,0,37,13,55,69,54,34,76,88,108,56,50,29,25,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,7,16,24,4,31,10,50,55,35,75,112,44,142,158,56,203,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,1,9,8,21,31,38,35,20,10,14,9,5,16,147,105,63,188,4,9,20,25,5,33,8,36,41,51,15,138,122,80,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,3,17,4,9,43,27,20,0,83,97,78,35,130,17,144,204,216,3,18,1,18,40,41,16,1,69,63,92,47,11,149,109,69,31,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,0,11,17,31,12,22,61,41,18,88,97,54,10,50,17,24,76,9,14,13,30,26,7,6,75,77,42,108,29,150,21,68,28,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,5,23,5,36,21,46,26,3,57,116,80,156,114,72,184,139,3,18,1,18,40,41,16,1,69,63,92,47,11,149,109,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,7,14,14,20,28,5,1,6,31,9,27,23,19,2,153,218,173,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,4,11,25,5,24,49,29,65,10,20,105,60,154,112,124,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,9,15,25,10,20,33,10,36,58,38,36,126,80,126,61,11,164,0,2,8,17,8,36,52,37,17,79,43,86,130,88,149,109,71,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,9,10,12,18,4,49,4,28,5,70,1,28,59,160,53,68,18,0,2,18,17,8,28,3,60,40,36,49,121,85,43,3,114,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,6,5,1,15,35,12,0,72,49,99,58,15,84,42,154,112,67,4,1,29,35,15,38,13,70,74,49,30,104,68,26,107,67,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,5,7,27,37,9,42,47,17,59,65,80,6,29,165,123,81,36,2,8,20,25,5,33,7,38,15,16,19,52,136,97,146,216,178,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,4,0,5,3,3,11,3,42,55,39,11,103,21,148,179,168,181,2,13,12,23,48,39,14,51,31,6,82,96,118,145,142,102,64,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,1,9,0,35,33,55,43,79,56,36,45,2,18,11,178,144,112,4,9,26,19,33,14,34,5,76,86,50,107,15,126,184,144,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,22,9,15,18,2,23,56,67,58,20,85,98,99,143,101,37,31,196,8,4,11,29,37,3,21,44,87,90,54,9,135,93,53,13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,5,7,21,33,34,1,51,22,34,56,3,7,15,124,82,40,0,0,2,13,20,26,34,6,56,36,11,59,101,65,23,22,213,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,4,0,5,3,3,11,13,15,8,12,62,19,0,137,95,53,8,7,12,17,15,23,0,53,25,71,80,103,116,126,174,195,158,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,1,9,8,21,31,38,35,20,10,14,9,5,16,147,105,63,188,9,0,6,31,38,16,39,24,4,35,73,135,123,169,129,89,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
