,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,8,11,4,31,10,35,48,24,83,83,83,83,83,83,83,83,83,6,6,6,6,6,6,6,6,6,6,6,6,6,68,150,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,4,4,21,1,1,1,1,1,45,5,112,17,154,0,170,103,92,9,12,12,34,12,12,12,12,12,12,12,91,114,62,76,158,201,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,3,17,3,29,45,12,23,65,77,78,67,104,92,171,171,171,171,7,2,2,2,2,2,2,2,2,2,2,134,134,134,134,134,134,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,4,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,9,12,12,31,31,31,31,31,82,82,82,82,149,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,8,10,20,20,20,20,20,20,20,45,81,96,151,64,194,194,194,3,3,3,3,39,47,68,68,68,68,68,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,0,0,0,37,37,37,67,67,67,43,71,90,44,154,0,187,168,2,7,27,38,43,11,27,22,23,92,38,60,29,94,113,90,64,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,1,14,25,21,21,15,15,15,27,27,21,21,13,7,3,3,237,9,13,13,7,13,13,13,13,85,85,85,85,85,85,191,191,191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,1,14,25,21,21,15,15,15,27,27,21,21,13,7,3,3,237,2,2,2,13,45,0,0,0,69,91,51,115,73,176,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,1,14,18,21,21,15,15,54,54,54,62,93,19,126,177,201,201,0,1,15,39,41,41,41,41,41,41,41,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,6,6,6,6,6,6,63,63,63,63,63,63,63,63,63,211,211,2,7,27,38,43,11,27,22,23,88,88,88,88,88,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,3,17,11,4,4,21,21,21,15,15,13,13,15,3,7,56,212,0,10,10,10,32,18,67,67,67,22,114,98,67,115,199,199,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,6,6,14,3,8,45,35,17,6,6,115,102,70,176,176,176,176,1,15,21,1,47,57,57,57,57,57,103,103,103,103,189,57,57,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,4,4,12,12,12,22,12,44,85,87,25,137,101,170,109,37,222,0,10,10,39,10,10,10,10,10,67,67,5,157,157,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,13,13,13,13,13,13,25,25,79,101,49,142,142,142,142,142,9,13,13,7,13,13,13,13,85,85,85,85,85,85,191,191,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,1,14,12,12,29,59,39,23,60,77,102,67,97,49,66,195,139,0,10,18,18,32,18,33,77,43,93,69,49,101,4,180,180,233,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,3,17,12,12,12,22,12,44,85,87,25,137,101,170,109,37,222,2,7,2,13,45,0,0,0,7,78,91,42,5,150,156,53,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,8,11,18,30,15,54,40,54,54,54,54,54,54,71,71,71,71,0,1,22,23,36,34,64,64,64,64,64,64,64,64,64,150,150,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,0,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,1,15,35,35,35,35,63,20,59,3,38,11,99,95,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,7,14,14,14,14,37,51,76,76,76,77,127,127,127,127,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,9,19,7,7,7,7,7,7,7,7,7,95,35,8,199,206,206,5,15,26,26,49,26,26,59,80,80,112,112,122,53,0,201,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,7,18,18,33,43,18,29,43,61,76,35,38,60,177,135,196,209,2,7,27,30,30,30,30,30,30,30,30,125,155,177,99,103,101,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,17,11,4,4,21,21,21,15,15,13,13,15,3,7,13,3,0,10,18,18,32,18,33,77,43,93,69,49,101,4,180,180,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,3,18,1,32,11,21,21,15,15,15,13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,8,11,4,31,10,35,48,24,83,83,83,83,83,83,83,83,83,6,6,6,36,0,27,28,29,33,23,4,36,125,13,155,48,25,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,8,11,4,31,30,55,55,55,55,55,55,55,55,55,55,55,55,8,8,8,8,8,8,8,8,8,8,8,8,8,8,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,4,11,11,11,23,52,22,48,89,89,89,89,89,89,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,9,18,5,35,39,8,11,77,37,4,65,0,49,78,49,27,21,9,12,19,19,33,33,61,61,61,61,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,3,17,11,4,4,21,21,21,15,15,13,13,149,19,11,14,124,1,15,24,28,44,44,44,44,59,31,108,108,108,108,57,206,206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,4,4,21,1,1,51,59,28,39,8,6,30,145,93,58,50,25,7,14,14,14,14,37,51,76,76,76,77,127,127,127,127,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,22,8,11,18,33,28,39,44,11,22,17,72,138,138,138,138,138,138,0,1,22,23,36,48,48,46,65,14,101,31,158,107,104,80,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,4,4,19,17,38,24,22,14,30,30,14,122,122,122,122,122,122,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,0,0,0,37,37,37,67,67,67,70,78,48,27,15,15,153,203,7,13,16,22,27,36,38,20,54,38,95,106,106,77,197,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,7,15,23,11,35,23,14,13,4,86,50,6,102,178,14,124,145,8,8,8,33,16,20,49,42,5,81,78,78,78,10,78,78,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,2,16,36,18,29,0,76,58,90,84,60,126,77,157,178,179,1,19,28,15,1,15,15,1,1,1,1,4,3,11,137,137,137,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,6,6,6,6,6,6,63,63,63,63,63,63,63,63,63,211,211,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,4,4,12,12,12,22,12,44,85,87,25,137,101,170,109,37,222,2,7,18,30,30,30,46,56,83,87,92,73,124,174,174,174,174,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,18,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,4,11,11,29,29,29,29,38,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,0,0,0,37,37,37,67,67,67,70,78,48,27,15,15,15,7,8,17,25,25,46,53,4,45,42,45,53,53,53,23,131,73,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,0,0,0,37,37,37,67,67,67,70,78,48,27,15,15,15,7,4,11,11,11,23,23,23,23,48,94,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,5,9,24,14,14,25,4,79,86,49,48,92,58,25,126,126,126,4,11,11,11,23,23,23,23,48,94,94,126,126,126,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,9,9,9,9,9,51,7,9,9,9,42,20,153,153,153,153,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,3,17,11,4,4,21,21,21,15,15,13,13,15,3,7,13,217,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,13,13,13,13,13,13,25,25,79,101,49,142,142,142,142,142,7,13,16,22,27,36,20,74,74,74,74,74,74,57,190,193,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,7,5,9,9,34,14,25,60,9,52,3,97,35,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,42,20,153,153,153,153,136,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,0,0,0,37,37,37,67,67,67,70,78,48,27,15,15,153,203,9,9,13,7,7,51,7,60,77,36,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,15,5,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,7,18,30,30,30,30,30,83,87,92,73,124,174,174,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,1,14,25,21,21,15,15,15,27,27,21,21,13,7,3,3,237,9,12,12,34,12,12,12,12,12,12,12,12,12,0,67,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,13,13,13,13,13,13,25,25,79,101,49,142,142,142,142,142,8,11,4,20,40,40,52,52,52,52,52,52,52,52,187,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,3,17,11,4,4,21,21,21,15,15,13,13,15,3,7,13,3,2,2,2,13,45,0,0,0,69,78,91,42,5,150,156,99,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,4,4,3,28,34,44,66,73,69,69,73,74,73,73,73,73,73,9,13,13,7,7,7,45,72,72,72,72,72,72,72,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
AW,4.0,49.0,56.0,562.0,5621.0,20.0,2020.0,925.0,405.0,5,3,3,8,5,5,5,5,35,44,60,100,100,100,100,184,135,38,2,7,27,30,30,30,30,30,83,87,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,34,0,1,15,39,41,41,41,41,41,39,41,56,56,56,56,56,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,0,0,16,36,18,52,62,34,17,23,30,129,129,10,146,158,210,2,10,18,18,24,45,18,18,18,18,18,18,131,97,129,205,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,8,11,16,36,18,29,0,76,58,90,84,60,126,77,34,90,234,9,13,13,7,7,7,45,72,72,72,72,72,72,72,192,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,0,1,15,35,35,35,35,63,20,59,3,38,11,99,95,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,9,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,2,7,27,38,43,11,27,22,23,92,38,60,70,90,186,186,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,3,12,22,22,22,53,53,53,53,53,53,61,61,61,61,61,61,0,1,10,39,41,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,10,4,4,21,1,1,1,1,1,1,1,1,1,1,1,1,1,226,7,2,20,2,2,2,69,54,56,28,34,67,4,165,140,125,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,3,17,11,4,4,41,49,49,12,92,85,76,66,123,6,22,192,1,15,21,1,47,57,57,75,75,75,75,75,152,152,152,152,152,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,7,15,18,9,46,41,49,49,12,92,85,64,148,148,164,164,164,4,4,29,4,4,24,24,24,24,24,24,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,9,19,17,0,23,11,51,51,51,51,51,51,51,51,180,180,180,9,12,12,31,12,12,12,12,12,12,12,12,12,0,67,215,215,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
