,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,13,27,6,32,11,59,6,54,32,85,114,67,15,154,119,32,2,2,27,5,28,4,7,4,65,92,15,12,1,0,92,94,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,2,3,5,10,24,3,34,12,0,4,86,134,87,153,118,75,27,1,14,16,30,10,39,1,38,60,89,68,45,54,142,94,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,2,2,3,5,10,24,3,34,12,0,4,74,105,137,160,6,189,159,4,19,18,35,12,52,32,7,22,1,115,73,27,13,33,173,133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,3,16,25,0,31,10,16,78,12,47,57,136,64,138,103,60,12,3,6,4,22,2,27,69,44,24,99,100,58,150,116,155,113,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,4,12,6,24,28,46,33,73,57,62,21,21,78,113,48,57,45,3,13,17,25,5,13,57,32,73,50,44,2,62,150,175,76,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,13,2,6,32,29,0,74,29,90,49,5,10,179,144,101,46,0,1,1,31,11,30,10,79,59,36,101,104,144,128,177,193,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,4,12,6,24,28,46,33,73,84,62,21,21,78,113,48,57,45,8,18,7,16,36,57,42,57,71,41,91,49,10,42,14,57,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,6,4,18,35,1,4,12,45,81,59,100,56,9,87,52,9,58,5,11,29,7,35,59,50,76,56,33,16,81,155,121,73,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,8,13,27,7,7,55,39,51,31,9,79,57,49,178,143,100,52,6,19,19,38,18,48,28,3,70,47,72,30,153,67,162,120,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,8,13,21,5,43,7,9,21,41,11,76,74,138,69,183,181,149,6,5,19,38,25,47,27,2,43,79,7,128,82,48,149,126,82,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,0,19,19,39,23,2,52,33,73,94,84,40,121,176,141,98,50,7,16,26,2,14,58,54,29,9,94,55,131,96,81,91,135,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
ANET,3.0,35.0,33.0,334.0,3341.0,45.0,4520.0,-1.0,-1.0,2,8,13,27,9,35,11,59,37,47,99,28,7,96,44,9,113,165,2,12,16,30,10,28,47,60,1,17,94,59,95,54,188,146,102,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,5,8,1,13,2,41,36,30,15,37,8,80,119,67,32,96,49,1,17,15,17,30,37,17,20,23,2,107,103,57,23,97,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,7,1,15,12,27,6,18,71,51,75,118,14,136,50,197,154,106,2,2,27,5,28,4,7,4,65,92,15,12,1,0,92,94,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,9,5,23,33,36,15,1,11,8,51,90,46,15,112,77,132,238,7,16,2,2,26,1,54,29,9,94,55,5,102,68,20,102,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,7,1,13,22,6,16,41,61,74,52,11,90,98,35,49,61,236,8,8,14,19,34,3,60,35,75,52,12,66,116,82,34,23,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,11,3,18,28,15,37,40,11,60,40,91,6,35,109,165,130,168,120,1,17,25,13,49,24,4,23,51,28,95,53,7,15,37,35,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,0,9,10,14,33,12,26,64,46,97,56,91,44,145,41,143,181,7,16,15,17,30,17,48,14,40,12,17,18,98,140,54,195,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,0,9,10,14,33,12,26,64,46,97,56,91,44,145,41,143,181,8,15,6,37,17,41,21,55,0,78,38,112,66,32,150,37,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,0,9,17,2,25,32,17,59,89,44,115,59,97,70,29,80,187,9,0,13,8,0,26,6,42,66,34,89,138,129,47,81,160,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,2,3,5,10,24,3,34,12,0,4,94,37,113,155,120,64,100,9,0,13,15,1,33,13,77,82,59,112,42,114,174,126,84,40,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,4,11,29,3,4,8,20,68,82,61,52,4,52,148,113,70,234,9,0,13,28,47,23,14,59,62,39,118,116,70,159,111,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,3,18,28,15,37,40,9,29,41,11,87,43,86,48,71,93,61,6,10,28,9,20,43,23,46,78,55,104,62,16,63,163,159,197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,4,18,35,11,5,4,4,37,41,24,117,70,109,74,31,94,3,6,10,22,2,27,69,44,85,99,100,58,52,115,68,65,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,9,10,17,2,25,32,17,59,89,44,115,59,97,70,29,80,187,9,10,11,11,19,50,49,24,4,82,85,43,149,108,60,18,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,3,18,17,2,25,32,17,59,89,44,115,59,154,49,133,42,228,7,5,2,24,4,32,12,5,67,22,56,120,128,160,112,70,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,3,18,28,15,37,40,37,10,10,18,89,65,80,110,101,159,239,6,5,19,38,25,47,27,2,43,79,39,0,146,153,105,144,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,0,9,4,16,8,49,13,23,53,71,30,99,150,107,40,111,10,7,16,26,2,7,58,54,29,9,94,55,131,96,81,3,142,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,1,15,24,25,41,20,6,43,23,1,65,52,122,81,46,3,217,9,10,11,11,19,50,49,24,4,82,85,43,149,108,60,18,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,2,3,5,10,24,3,14,47,78,96,55,11,125,111,192,63,15,3,13,10,22,21,34,2,43,85,35,66,24,118,84,36,73,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,4,18,35,11,5,4,4,37,41,24,117,70,109,74,31,94,3,13,9,12,31,38,56,13,15,86,21,118,156,122,102,141,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,2,3,5,10,24,3,34,12,0,42,50,71,149,64,86,126,91,8,15,6,23,23,29,43,54,64,90,50,8,117,83,35,171,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,7,1,15,12,27,6,18,71,51,75,118,14,136,50,197,154,106,4,19,18,35,13,7,39,71,5,81,41,68,46,28,190,148,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,3,16,8,32,16,17,67,40,83,70,95,93,4,98,152,191,75,6,5,28,9,43,5,18,47,80,57,119,114,68,34,52,203,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,1,15,24,25,41,20,6,43,23,1,65,52,122,81,46,3,217,0,1,1,27,6,54,59,34,44,77,37,84,105,62,32,192,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,4,12,6,38,22,1,55,1,1,67,41,110,107,177,150,107,196,8,18,7,16,36,11,42,12,54,31,91,130,84,165,117,75,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
