,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADBE,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,185.0,2,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,2,13,7,38,48,34,27,16,4,78,33,37,129,145,125,104,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,3,1,24,14,4,50,17,29,19,42,119,99,79,59,39,19,90,2,13,1,32,25,11,4,21,79,68,46,88,66,45,25,82,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,0,5,10,0,49,42,2,59,50,83,77,123,96,2,62,200,180,4,4,22,23,30,18,13,17,87,52,63,29,141,117,189,123,149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,15,6,18,11,3,42,45,67,57,47,37,106,86,152,155,135,115,95,6,12,11,22,33,56,67,56,44,33,11,74,150,129,109,88,68,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,2,3,1,24,14,4,50,12,18,8,5,26,13,45,25,5,148,228,1,2,24,33,22,8,53,74,62,90,68,47,25,4,174,200,145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,3,1,24,17,40,37,58,41,74,64,111,38,150,130,110,90,70,9,17,5,11,47,33,35,24,9,3,27,50,15,97,77,180,160,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,6,12,12,11,47,9,53,7,31,55,62,109,89,69,49,29,9,7,9,28,31,27,50,69,58,46,35,21,0,61,168,198,177,157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,5,12,38,28,15,8,31,106,86,66,161,141,121,7,5,15,5,15,22,62,51,39,28,6,68,119,60,184,163,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,27,31,38,28,15,8,31,106,52,32,12,133,113,5,12,0,2,45,47,41,64,86,75,53,32,10,42,75,189,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,1,15,21,12,33,23,13,3,5,40,71,55,119,171,151,131,162,5,12,0,22,11,56,45,38,26,15,25,4,115,94,74,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,7,9,15,36,26,16,6,40,61,96,76,56,36,16,14,209,239,5,6,12,36,40,26,58,47,35,24,2,91,35,14,192,171,151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,2,14,22,38,28,29,27,67,57,22,80,129,109,62,0,49,211,6,1,29,19,26,51,44,53,88,42,20,126,104,83,63,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,5,19,14,4,3,46,36,30,18,85,54,1,57,174,154,134,114,3,7,16,18,7,2,8,70,77,20,106,6,30,142,122,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,7,15,22,38,28,18,8,31,29,56,96,5,99,11,32,216,196,6,1,29,19,3,51,44,53,88,42,71,34,28,44,97,76,56,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,14,20,13,16,55,45,35,25,15,79,59,21,106,86,66,46,6,6,11,37,5,39,26,67,38,36,62,44,22,1,158,95,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,1,11,37,5,39,26,67,38,36,62,132,153,31,11,212,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,5,10,27,32,8,57,5,78,64,30,21,73,75,151,170,201,210,5,12,0,2,12,47,41,64,52,41,19,41,114,67,172,215,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,0,5,10,0,11,25,64,1,34,9,67,43,133,113,93,73,53,2,0,25,15,36,15,31,75,63,62,40,19,43,63,20,60,214,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,1,3,29,35,38,28,18,8,56,39,75,58,108,71,61,213,193,6,6,12,16,5,28,21,63,51,40,18,85,132,172,152,131,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,11,8,3,29,33,35,30,46,62,71,46,113,80,117,82,172,113,120,4,4,23,13,2,44,25,20,0,34,107,15,140,151,54,179,159,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,8,9,15,17,34,24,49,58,44,23,53,117,121,88,104,81,131,2,19,27,32,21,7,0,42,75,64,109,88,66,45,25,4,197,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,4,4,0,23,19,47,37,27,17,95,115,95,144,124,179,159,139,6,1,11,37,5,39,26,67,38,36,62,132,153,16,119,98,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,4,4,23,26,22,29,27,67,57,22,80,129,109,62,0,49,211,6,1,29,1,3,53,44,53,88,42,71,101,28,44,97,76,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,11,4,34,24,14,4,19,12,49,29,34,87,80,112,160,85,2,0,25,15,36,15,31,75,63,62,67,46,24,3,100,91,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,3,8,8,39,13,17,68,79,69,59,93,138,118,98,78,58,38,2,19,27,17,6,59,52,41,29,74,81,60,158,137,117,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,1,12,16,42,28,21,10,54,30,29,42,157,136,173,132,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,8,18,11,1,0,52,42,32,75,17,25,63,151,169,57,183,177,3,7,8,18,7,2,39,70,74,63,41,99,77,56,36,15,215,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,9,14,2,24,29,20,57,44,69,58,36,133,121,141,121,142,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,9,14,14,27,41,49,20,31,19,8,23,2,29,32,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,6,2,29,19,26,51,53,74,62,98,87,126,104,83,63,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,9,8,13,21,14,2,61,51,41,31,11,50,53,166,146,126,106,0,16,3,28,10,36,22,8,31,27,115,94,72,51,31,10,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,4,4,23,26,22,6,28,24,80,70,50,30,10,147,125,44,187,4,15,19,9,38,24,17,6,58,10,76,9,89,165,180,159,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,4,4,23,26,22,6,28,24,14,7,17,11,13,1,4,13,11,4,4,22,23,30,18,13,17,87,52,63,29,141,117,189,123,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,4,17,18,37,31,15,51,75,11,99,70,41,55,24,26,31,27,4,15,19,9,38,24,17,6,58,10,65,107,85,64,44,23,141,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,9,2,19,33,35,30,3,9,71,93,97,119,2,52,92,108,3,9,17,5,11,6,21,52,26,9,3,49,119,40,34,5,173,191,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,9,1,24,33,35,30,3,9,27,28,27,78,126,167,147,127,107,2,13,7,38,48,43,27,16,4,78,22,24,124,102,169,157,227,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,5,9,15,36,26,16,6,40,61,96,76,56,36,16,14,209,239,3,7,23,13,2,44,25,20,24,85,39,20,86,12,112,203,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,5,19,14,32,8,57,5,78,64,30,21,73,75,81,170,201,210,5,12,0,22,45,56,45,38,26,15,25,4,115,94,142,121,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,11,8,6,0,23,19,47,37,27,17,95,49,110,153,141,127,205,88,4,4,22,23,30,18,68,57,45,92,70,49,27,6,50,155,221,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,1,17,5,5,36,26,21,55,73,61,41,21,1,146,126,132,112,9,18,6,35,24,10,3,2,71,47,85,64,42,49,29,8,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,1,17,5,5,36,26,16,6,60,94,74,54,132,14,190,170,150,4,4,19,9,38,24,13,17,87,59,37,16,45,109,128,208,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,7,13,3,10,1,22,69,43,33,81,109,89,69,49,29,9,118,4,15,13,12,17,37,30,19,7,99,108,87,90,22,24,125,238,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,7,8,8,39,13,1,20,53,67,47,84,133,73,53,73,53,135,9,18,6,35,37,23,16,5,55,44,56,122,100,79,59,38,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,25,5,11,4,34,24,14,4,19,12,98,78,135,115,95,75,55,35,0,5,15,3,4,38,54,72,56,55,42,127,105,84,64,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,14,20,13,16,55,45,35,25,15,79,59,21,106,86,66,46,0,16,3,28,1,3,34,50,89,21,43,72,148,127,107,86,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,0,18,11,1,0,52,42,32,22,12,33,33,30,21,25,36,223,4,15,22,12,17,37,30,19,7,61,77,56,34,13,147,126,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,2,3,29,35,38,28,18,8,56,39,75,58,108,71,61,213,193,4,15,19,9,38,24,17,6,58,10,76,9,89,165,180,159,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,1,3,29,35,38,28,18,8,56,39,75,58,108,71,61,213,193,3,7,23,13,2,44,25,20,24,85,39,20,95,116,191,185,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,6,0,17,30,5,12,38,28,15,8,31,106,86,66,161,141,121,7,9,28,31,20,50,43,32,20,94,72,124,102,81,61,205,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,0,11,12,7,12,56,7,49,39,29,9,0,154,110,64,59,136,2,19,27,32,31,17,10,42,30,64,109,139,117,96,76,55,35,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,14,20,13,16,55,45,35,25,15,79,59,21,106,86,66,46,0,16,3,28,32,41,54,23,11,88,58,67,78,169,149,128,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,3,1,24,14,4,50,12,18,8,5,26,13,14,10,10,6,1,3,18,6,35,24,10,18,7,76,43,60,83,145,114,134,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,8,7,28,28,39,21,59,13,72,1,0,128,101,45,41,47,201,6,1,11,37,33,39,26,67,38,36,62,132,153,31,11,212,192,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,3,1,24,14,4,50,12,18,8,5,26,13,88,115,59,150,128,5,6,12,36,40,40,40,29,17,6,57,21,143,122,102,81,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,6,0,17,30,5,12,38,28,15,8,31,106,86,66,161,141,121,5,5,15,5,15,22,62,51,39,28,6,68,46,161,141,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,2,14,20,13,16,55,45,35,25,15,79,59,21,106,86,66,46,6,1,29,19,26,51,44,53,88,42,20,34,12,119,177,156,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,6,0,17,30,27,31,35,25,85,75,55,35,52,32,12,133,113,5,12,0,22,11,25,29,34,22,11,7,136,80,59,39,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,0,18,11,1,0,52,42,32,22,12,33,33,30,21,25,195,94,3,18,16,20,9,10,18,7,76,43,60,83,145,114,134,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,3,1,26,6,6,27,29,60,84,51,63,75,131,111,184,164,144,8,8,9,39,28,14,65,54,82,31,66,123,101,80,60,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,11,8,12,2,20,45,53,43,33,23,13,65,79,23,30,165,145,125,8,8,21,0,49,55,48,69,57,14,50,113,146,72,52,31,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,7,13,3,10,1,22,9,2,9,4,19,6,19,0,1,5,5,1,2,29,19,26,51,53,74,62,98,87,66,44,23,3,139,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
