,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ACT,6.0,67.0,52.0,525.0,5259.0,-1.0,-1.0,-1.0,-1.0,-1,3,6,16,37,8,21,67,41,5,52,86,35,135,171,111,52,235,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADBE,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,185.0,2,7,17,9,14,38,3,39,68,38,8,107,97,107,50,195,127,72,9,5,29,38,8,37,39,10,79,17,119,15,138,74,185,215,46,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,2,3,0,16,32,2,32,2,54,24,60,58,50,4,124,65,6,7,8,28,4,32,5,33,47,18,56,114,133,92,159,108,175,223,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,4,8,23,9,40,1,5,50,20,4,52,101,43,10,91,32,30,4,10,7,33,48,21,36,64,51,73,52,50,43,167,116,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,2,7,17,11,38,25,31,11,10,74,81,21,14,37,8,74,15,84,3,7,6,14,42,24,10,58,29,2,11,1,85,128,77,11,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,3,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,0,236,3,6,2,6,14,48,51,60,85,58,2,55,40,76,65,42,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,2,3,9,14,38,3,39,68,38,8,107,97,107,50,195,127,72,5,11,10,16,24,20,26,48,61,74,18,91,34,169,179,52,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
ADT,7.0,73.0,56.0,561.0,5616.0,20.0,2020.0,-1.0,-1.0,8,1,18,3,21,49,10,3,49,19,26,36,84,26,111,51,210,226,8,4,12,32,29,2,6,43,48,21,77,18,83,122,71,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,4,6,1,13,31,41,57,27,22,89,72,34,35,102,128,69,10,4,9,7,33,10,36,2,24,69,89,30,115,58,121,70,4,99,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,7,13,25,24,38,8,11,83,73,117,57,123,66,6,77,230,6,3,14,29,38,14,3,34,84,72,33,102,127,161,135,154,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,7,13,25,24,38,8,11,83,73,117,57,123,66,6,77,230,2,12,16,31,25,7,35,67,38,11,53,63,87,73,133,67,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,3,7,13,25,24,38,8,42,61,37,117,57,85,28,68,5,77,8,19,9,37,27,0,66,32,3,93,37,65,69,41,54,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,9,6,1,13,31,41,57,27,22,89,29,11,67,60,68,5,237,8,4,12,37,27,0,66,54,80,69,49,95,106,48,13,167,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,4,8,23,9,40,1,5,50,20,4,52,104,46,132,132,73,227,7,1,3,13,34,53,27,78,49,22,57,127,70,12,47,174,189,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,0,236,3,7,6,14,42,24,10,58,29,2,11,1,85,128,77,11,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,9,11,15,7,13,37,7,31,88,58,113,53,39,38,19,3,203,6,3,21,29,38,14,3,34,84,72,16,119,116,123,157,89,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,3,5,6,36,17,43,19,53,23,11,89,23,83,53,56,150,91,3,7,6,14,42,24,10,58,29,2,11,1,85,128,77,11,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,3,7,13,8,2,43,19,53,23,11,89,23,83,53,146,87,233,2,12,16,31,25,7,35,67,38,11,53,63,87,108,57,32,140,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,7,17,11,38,25,29,59,29,81,60,30,135,77,76,42,37,168,9,8,29,23,3,23,21,5,72,63,7,11,122,134,190,124,154,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,1,18,3,21,49,9,66,52,4,25,24,61,3,73,62,44,43,3,13,15,12,40,32,38,4,32,61,67,85,139,40,23,73,64,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,1,10,25,24,27,36,58,16,72,42,10,16,20,12,13,203,161,4,10,17,3,37,4,68,77,81,54,6,43,109,51,0,147,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,9,9,14,38,3,18,20,64,34,97,122,96,39,82,50,20,9,8,29,4,32,29,42,15,64,91,35,59,56,42,121,189,232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,6,9,7,31,16,28,52,26,40,95,35,49,17,19,50,23,211,0,17,20,2,13,10,55,69,40,13,3,57,4,138,174,44,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,14,3,6,6,36,17,30,30,0,59,80,26,25,116,129,69,202,97,2,4,8,21,30,35,0,30,57,30,44,136,132,58,7,143,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
ALLE,3.0,34.0,33.0,332.0,3325.0,20.0,2010.0,-1.0,-1.0,15,3,5,14,35,26,52,6,71,57,27,15,90,32,160,44,178,119,2,12,16,31,1,52,19,51,22,64,116,110,53,119,100,128,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ALTR,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,-1.0,-1.0,2,7,17,12,34,5,27,2,74,29,36,39,109,49,88,143,157,98,9,9,1,36,6,30,31,71,77,7,88,24,86,28,104,38,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,4,8,28,4,48,35,23,38,85,55,0,64,144,87,27,18,210,1,0,11,39,9,26,18,79,50,23,103,44,131,135,84,134,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,-1,2,3,0,16,34,58,28,34,46,48,40,32,127,134,145,212,153,4,10,17,3,48,21,54,20,42,88,111,45,89,25,129,114,209,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
AMCR,2.0,26.0,32.0,326.0,3261.0,15.0,1510.0,970.0,210.0,15,1,10,10,29,9,45,56,76,16,61,1,60,112,136,127,68,22,0,17,20,2,13,10,55,69,40,13,59,80,23,110,97,181,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,2,3,0,16,34,58,28,34,46,21,118,17,0,70,161,170,111,9,9,1,36,6,12,5,9,76,49,104,47,62,133,162,96,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,1,18,3,21,49,24,9,61,31,1,98,103,45,158,4,48,50,9,8,29,23,3,23,21,5,72,63,7,135,78,20,168,146,92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,6,0,2,15,14,54,43,13,60,87,53,105,47,33,155,151,92,7,1,28,1,0,25,34,12,25,40,15,5,113,174,123,198,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,3,7,28,4,29,44,22,37,73,45,96,36,100,3,135,76,17,8,19,9,9,18,59,49,57,88,94,38,118,16,178,127,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,6,0,2,15,14,54,43,13,60,87,53,105,47,33,144,85,26,5,6,2,6,41,50,17,70,65,38,4,113,117,59,141,75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,9,11,15,7,13,37,7,31,88,58,48,121,63,6,81,135,167,8,19,9,26,5,13,53,57,28,75,19,64,7,44,50,27,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,7,17,21,22,36,11,34,43,13,47,17,100,124,67,7,140,123,6,12,14,27,47,1,20,16,43,36,87,72,18,112,61,71,181,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,6,10,25,24,46,16,38,72,44,17,69,9,111,177,117,198,139,6,3,21,28,22,45,12,17,67,85,29,101,44,150,64,107,146,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANET,3.0,35.0,33.0,334.0,3341.0,45.0,4520.0,-1.0,-1.0,2,5,2,29,23,22,27,69,77,63,93,33,115,70,13,114,101,93,1,2,23,20,33,56,29,66,37,10,66,7,72,14,140,74,210,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,0,14,17,27,39,49,12,9,55,66,6,99,41,58,185,201,142,6,3,21,28,22,45,12,17,67,85,29,101,44,150,99,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,7,17,9,14,38,3,39,68,38,8,107,97,107,50,195,127,72,1,2,23,20,33,31,62,66,68,65,9,92,35,157,82,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,8,16,27,39,11,53,46,21,2,72,12,79,21,83,134,75,16,4,15,24,24,16,4,68,62,53,81,56,93,36,109,138,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,3,7,12,8,2,43,19,53,23,11,89,23,83,53,146,87,233,3,13,15,14,20,19,32,55,60,95,39,104,107,49,27,123,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,15,1,10,25,24,27,36,58,16,72,42,10,16,20,12,13,203,161,7,8,28,4,32,5,33,47,18,56,114,133,92,159,134,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,0,236,6,12,14,27,47,1,20,16,43,36,87,72,18,112,61,71,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,-1,4,8,23,9,40,1,5,50,20,4,52,101,43,10,0,0,236,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,3,7,6,36,28,4,68,35,7,54,91,31,16,110,158,99,40,7,1,3,13,34,38,46,40,55,84,28,132,75,117,66,168,114,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,2,3,0,16,32,2,32,2,45,24,49,58,9,151,116,197,135,4,10,17,3,37,47,14,63,19,52,95,36,137,79,144,78,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,1,10,25,24,27,36,58,16,72,42,10,16,20,49,45,62,3,6,3,21,28,22,45,12,17,34,96,40,123,66,8,143,77,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,9,11,15,7,13,37,7,31,88,58,113,53,39,38,19,3,203,7,8,28,4,32,5,33,47,18,56,114,133,0,80,93,191,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,6,10,25,24,39,49,12,9,16,61,1,99,112,136,87,28,42,9,5,19,19,26,28,64,75,46,19,62,78,142,3,33,62,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,9,12,17,27,30,26,36,6,9,49,76,80,4,167,168,163,234,8,7,6,26,5,13,53,19,62,35,115,56,119,68,17,26,112,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,1,10,25,24,46,36,58,16,72,42,10,61,3,73,62,44,43,0,15,24,18,2,41,8,53,86,66,85,26,112,137,86,20,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,3,7,13,25,24,38,8,11,83,73,117,57,123,66,6,77,230,4,10,17,3,48,21,54,20,42,88,111,52,27,25,26,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,7,17,11,23,22,34,4,15,70,40,25,28,55,155,95,36,197,1,0,11,39,9,51,18,79,50,23,103,44,131,135,84,166,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,9,11,15,7,13,37,7,31,88,58,113,53,39,38,19,3,203,7,1,28,1,0,25,34,12,25,40,15,5,32,92,75,179,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,2,3,0,16,32,2,32,2,54,24,60,58,9,168,180,121,62,0,18,18,11,44,42,65,31,52,25,79,20,102,33,191,125,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,-1,7,4,4,32,43,13,24,45,51,86,78,3,75,2,98,86,18,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,1,1,22,33,18,6,21,46,16,61,1,62,112,136,127,68,212,2,16,8,21,30,35,0,30,57,30,44,136,11,172,156,31,124,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,3,7,13,25,24,38,8,11,83,73,117,57,123,66,6,77,230,6,3,21,29,38,14,3,34,84,72,16,17,128,70,157,89,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,7,17,20,11,44,51,13,69,39,9,94,82,142,135,123,128,202,3,13,15,12,20,19,32,55,60,95,39,104,107,49,27,123,172,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,1,0,2,15,14,54,43,13,60,87,53,105,47,33,144,85,26,7,1,3,13,34,53,27,78,55,84,28,132,134,175,124,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
