,tic,cluster_label
196,DVA,14
197,EVHC,14
198,ADI,13
199,QRVO,13
200,SWKS,13
201,TDY,13
202,ECL,15
203,DG,6
204,ROST,6
205,KSS,6
206,BBBY,6
207,URBN,6
208,TSCO,6
209,DLTR,6
210,ULTA,6
211,DDS,22
212,JWN,6
213,LB,22
214,SIG,6
215,SPLS,6
216,ODP,22
217,OMC,19
218,RHI,25
219,HES,5
220,EQT,5
221,RRC,5
222,NBL,5
223,SWN,5
224,APC,5
225,PXD,5
226,DVN,5
227,EOG,5
228,COG,5
229,NFX,5
230,CNX,5
231,XEC,5
232,QEP,5
233,CXO,5
234,APA,17
235,MRO,17
236,MUR,17
237,CVX,5
238,WMB,5
239,F,18
240,GM,18
241,CMI,18
242,APTV,18
243,BWA,18
244,SNA,18
245,GT,15
246,BDX,10
247,BC,15
248,OI,15
249,SEE,15
250,WHR,15
251,PM,15
252,MAR,16
253,CBRE,26
254,ADS,25
255,NKE,22
256,TIF,22
257,EXPD,9
258,BMS,11
259,XRX,2
260,LXK,2
261,ZBRA,2
262,FCX,17
263,NEM,17
264,ADP,2
265,AVP,20
266,EL,20
267,MWV,15
268,WRK,11
269,PKG,11
270,IP,19
271,RRD,3
272,MHK,22
273,WFM,7
274,WEN,6
275,DRI,6
276,YUM,6
277,CMG,7
278,MCD,7
279,WBA,14
280,CAH,14
281,ABC,14
282,MGM,16
283,WYNN,16
284,LVS,16
285,MAT,3
286,HAS,22
287,HRB,4
288,BR,25
289,NDAQ,2
290,BEN,4
291,LM,4
292,RJF,4
293,MS,4
294,TROW,4
295,SCHW,4
296,ETFC,4
297,GS,4
298,BLK,4
299,AMP,4
300,JNS,15
301,CME,19
302,IVZ,25
303,AMG,25
304,NYX,2
305,SPGI,25
306,CSX,9
307,NSC,9
308,UNP,9
309,KSU,9
310,WAB,18
311,HRL,7
312,TSN,7
313,AWK,5
314,STZ,7
315,DIS,3
316,TWX,3
317,DISCK,3
318,VIAB,3
319,LEG,11
320,NUE,11
321,X,11
322,AKS,11
323,ETN,15
324,PH,11
325,PCP,11
326,ATI,11
327,TIE,11
328,GE,18
329,VAR,10
330,HOLX,10
331,JCI,11
332,TYC,11
333,PG,20
334,CLX,7
335,CHD,20
336,CL,19
337,MNST,7
338,DPS,7
339,KO,7
340,BLL,15
341,PEP,7
342,APH,13
343,TEL,13
344,SWK,11
345,EMR,11
346,IFF,7
347,FISV,2
348,MA,2
349,V,2
350,FLT,2
351,TSS,4
352,FIS,4
353,WU,4
354,DFS,4
355,GPN,8
356,TAP,7
357,CERN,14
358,MCK,14
359,TYL,2
360,LHX,8
361,CCL,16
362,RCL,16
363,BIO,10
364,ILMN,10
365,SIAL,15
366,PKI,10
367,TMO,10
368,IDXX,10
369,DHR,13
370,APOL,14
371,WAT,10
372,MTD,15
373,MKC,7
374,HSY,7
375,CPB,7
376,CAG,7
377,GIS,7
378,K,7
379,MDLZ,7
380,SJM,7
381,JEF,5
382,VMC,11
383,CF,5
384,MLM,5
385,MOS,17
386,KHC,7
387,NVDA,13
388,AMD,13
389,SNDK,13
390,AAPL,2
391,WDC,3
392,GRMN,13
393,NFLX,3
394,SNI,3
395,ACAS,4
396,PHM,12
397,NVR,12
398,KBH,12
399,DHI,12
400,LEN,12
401,AOS,15
402,AKAM,2
403,INTU,2
404,EBAY,2
405,DNB,19
406,MCO,19
407,BKNG,2
408,EXPE,2
409,GOOGL,2
410,TRIP,2
411,MWW,3
412,IPG,25
413,MDP,3
414,MAS,12
415,HD,6
416,LOW,6
417,L,12
418,FBHS,11
419,ANF,22
420,PVH,22
421,VFC,22
422,JNY,22
423,FOSL,22
424,RL,22
425,TPR,22
426,UAA,22
427,HBI,22
428,GPS,22
429,NAVI,4
430,GLW,13
431,IPGP,13
432,VIAC,3
433,SSP,3
434,CMCSK,8
435,GHC,8
436,CVC,8
437,DISH,8
438,CHTR,8
439,TWC,8
440,AYI,11
441,ACN,25
442,CTSH,25
443,NYT,3
444,HST,26
445,HOT,16
446,H,16
447,AE,5
448,XOM,5
449,HFC,5
450,KMI,5
451,COP,5
452,ANDV,5
453,MPC,5
454,VLO,5
455,PCL,11
456,WY,21
457,LDOS,13
458,DXC,25
459,SYK,10
460,ZBH,10
461,IT,25
462,NLSN,3
463,INFO,25
464,IEX,15
465,XYL,11
466,PNR,11
467,MJN,20
468,PBI,24
469,AGN,10
470,DD,11
471,ALB,15
472,ASH,15
473,CE,15
474,LYB,15
475,EMN,11
476,PPG,11
477,OXY,10
478,MMM,11
479,ITW,11
480,ROK,13
481,FLIR,13
482,LO,5
483,RDC,5
484,RIG,17
485,NBR,5
486,HAL,5
487,HP,5
488,MO,7
489,RAI,20
490,MON,7
491,SVU,4
492,HAR,23
493,BBY,6
494,SYY,7
495,WELL,14
496,PEAK,14
497,VTR,14
498,AFL,4
499,LNC,4
500,GL,4
501,UNM,4
502,MTG,4
503,PRU,4
504,AIZ,4
505,GNW,4
506,PFG,4
507,TEX,18
508,MTW,18
509,SBUX,7
510,GMCR,7
511,BHI,5
512,SLB,19
513,CAM,15
514,NOV,11
515,ROL,21
516,FMC,15
517,STX,13
518,HPQ,2
519,QLGC,2
520,DELL,2
521,NTAP,2
522,BCR,10
523,TFX,10
524,COV,10
525,DXCM,10
526,RMD,10
527,CBE,10
528,COO,10
529,STJ,10
530,ABMD,10
531,BSX,10
532,ISRG,10
533,CFN,10
534,BAX,10
535,MDT,10
536,EW,10
537,PAYX,25
538,IR,15
539,TT,18
540,ITT,11
541,GPC,18
542,TSLA,18
543,LKQ,18
544,HOG,15
545,VNO,26
546,MAC,26
547,WST,10
548,STE,10
549,DE,15
550,J,11
551,FLR,11
552,HII,11
553,POOL,12
554,TLAB,8
555,CIEN,2
556,VZ,8
557,JNPR,2
558,CSCO,2
559,EQIX,2
560,BRCM,13
561,FTNT,2
562,AVY,11
563,S,8
564,AMT,8
565,SBAC,8
566,PCS,8
567,CCI,8
568,JOY,11
569,CBOE,2
570,EMC,2
571,IBM,2
572,UIS,19
573,NCR,19
574,CPRT,9
575,FRX,10
576,JNJ,10
577,VTRS,10
578,HSP,10
579,PRGO,20
580,AIG,4
581,MBI,4
582,WRB,4
583,CINF,4
584,CB,4
585,ALL,4
586,RE,4
587,TRV,4
588,MET,4
589,PGR,9
590,MMC,25
591,AON,4
592,HIG,4
593,WLTW,4
594,AJG,25
595,CAT,18
596,NWL,22
597,KMB,20
598,FL,22
599,M,22
600,OMX,6
601,ALGN,10
602,XRAY,10
603,PDCO,24
604,LIN,15
605,APD,15
606,ARG,19
607,FLS,15
608,DOV,15
609,LYV,16
610,GWW,24
611,SHW,15
612,AET,14
613,CI,14
614,UNH,14
615,CVH,14
616,HUM,14
617,ANTM,14
618,CNC,14
619,WCG,14
620,VRSK,14
621,COL,13
622,HSIC,14
623,TGNA,3
624,ORLY,6
625,ICE,2
626,BA,11
627,GD,9
628,RTN,13
629,LMT,13
630,NOC,13
631,KMX,6
632,AN,18
633,URI,9
634,ROP,13
