,tic,cluster_label
608,M,22
609,FL,22
610,PDCO,24
611,XRAY,10
612,LIN,15
613,APD,15
614,ARG,19
615,DOV,15
616,FLS,15
617,LYV,16
618,GWW,24
619,AET,14
620,CI,14
621,UNH,14
622,HUM,14
623,ANTM,14
624,CNC,14
625,WCG,14
626,VRSK,14
627,TGNA,3
628,BAC,4
629,LKQ,18
630,MSCI,2
631,ICE,2
632,NOC,13
633,LMT,9
634,GD,13
635,RTN,13
636,IBM,19
637,AN,18
638,KMX,18
639,URI,9
640,ROP,13
641,JEF,4
