,tic,cluster_label
317,TSS,4
318,GPN,4
319,ADS,4
320,FDC,8
321,TAP,7
322,CERN,2
323,RX,25
324,MCK,14
325,TYL,2
326,ITT,11
327,FISV,25
328,CDW,24
329,BIO,15
330,BDX,15
331,PKI,13
332,IDXX,10
333,ILMN,10
334,APOL,14
335,WAT,13
336,MTD,13
337,GLW,13
338,HSY,7
339,GIS,7
340,K,7
341,MDLZ,7
342,PEP,7
343,SJM,7
344,VMC,5
345,MLM,5
346,KHC,7
347,MKC,7
348,NVDA,2
349,ADSK,2
350,AAPL,2
351,ACAS,4
352,MHK,22
353,LEN,12
354,PHM,12
355,NVR,12
356,KBH,12
357,DHI,12
358,AOS,18
359,OMC,3
360,EBAY,2
361,EXPE,3
362,BKNG,8
363,MWW,25
364,LOW,6
365,HD,6
366,SWK,21
367,GPS,22
368,CTAS,19
369,PVH,22
370,JNY,22
371,FOSL,22
372,RL,22
373,TPR,22
374,O,26
375,ALB,15
376,CLX,7
377,ROL,21
378,CBE,10
379,COO,10
380,VIAC,3
381,TWX,3
382,CMCSK,8
383,GHC,8
384,CVC,8
385,DISH,8
386,CHTR,8
387,SSP,3
388,ROP,11
389,ACS,25
390,UIS,2
391,CTSH,25
392,ACN,25
393,DJ,3
394,TGNA,3
395,MDP,3
396,NYT,3
397,TRB,3
398,MAR,16
399,HLT,16
400,HOT,26
401,HST,26
402,MRO,5
403,AE,5
404,HES,5
405,HFC,5
406,COP,5
407,ANDV,5
408,VLO,5
409,ASH,15
410,XOM,5
411,PCL,11
412,WY,21
413,DXC,25
414,BMET,10
415,SYK,10
416,ZBH,10
417,IT,25
418,PNR,11
419,PBI,15
420,SPLS,6
421,ODP,24
422,LLY,10
423,BRL,10
424,AGN,10
425,ENDP,10
426,WYE,10
427,MMM,11
428,ROH,11
429,APD,15
430,DD,11
431,HPC,11
432,EMN,11
433,PCAR,15
434,FLIR,13
435,OI,15
436,SLB,15
437,RDC,5
438,NBR,5
439,MO,7
440,RAI,16
441,MON,5
442,NSC,9
443,HAR,23
444,L,6
445,TSCO,6
446,BBY,6
447,KMX,6
448,SYY,7
449,WWY,15
450,SWY,21
451,WBA,6
452,WELL,14
453,PEAK,14
454,ETN,18
455,TMO,13
456,AFL,4
457,GL,4
458,UNM,4
459,MTG,4
460,PRU,4
461,CI,14
462,LNC,4
463,PFG,4
464,MTW,11
465,TEX,11
466,GMCR,7
467,SBUX,7
468,BHI,5
469,HAL,5
470,NOV,17
471,CAM,11
472,FMC,15
473,INTC,13
474,DELL,2
475,JAVA,2
476,NTAP,2
477,QLGC,13
478,HPQ,2
479,WDC,13
480,PRGO,20
481,MDT,10
482,STJ,10
483,BSX,10
484,RMD,10
485,VAR,10
486,EW,10
487,ISRG,10
488,ALGN,10
489,ABMD,10
490,APTV,18
491,GM,18
492,HOG,23
493,IRM,25
494,MAC,26
495,MAS,15
496,STE,10
497,BCR,10
498,POOL,7
499,FFIV,2
500,JNPR,2
501,EQIX,2
502,PMCS,13
503,BRCM,13
504,CSCO,2
505,AVY,15
506,AMT,8
507,CCI,8
508,MEE,5
509,JOY,11
510,EMC,2
511,NCR,24
512,CPRT,9
513,KG,10
514,ABT,10
515,JNJ,10
516,FRX,10
517,MRK,10
518,PFE,10
519,SGP,10
520,BOL,20
521,AIG,4
522,C,4
523,PGR,4
524,MBI,4
525,WRB,4
526,CINF,4
527,CB,4
528,ALL,4
529,RE,4
530,HIG,4
531,MET,4
532,AON,25
533,AJG,4
534,NWL,22
535,FL,6
536,LB,22
537,URBN,22
538,ANF,22
539,M,22
540,TGT,22
541,SPG,26
542,ITW,19
543,LXK,15
544,XRAY,15
545,PDCO,24
546,PH,11
547,LIN,15
548,DOV,15
549,JCI,15
550,TYC,15
551,ARG,11
552,IEX,15
553,FLS,15
554,TIE,11
555,AET,14
556,UNH,14
557,CVH,14
558,HUM,14
559,ANTM,14
560,COL,13
561,HSIC,24
562,USB,4
563,NCC,4
564,ZION,4
565,STI,4
566,GPC,18
567,ORLY,6
568,VRSN,2
569,AKAM,2
570,AMZN,3
571,IBM,15
572,RTN,13
573,GD,9
574,LMT,13
575,NOC,13
576,TDY,13
577,J,19
578,CLF,17
579,DDS,19
580,AN,18
581,URI,11
582,DHR,11
