,tic,cluster_label
275,GS,4
276,BR,2
277,CBOE,2
278,AON,4
279,LM,4
280,RJF,4
281,TROW,4
282,SCHW,4
283,ETFC,4
284,AMG,4
285,BLK,4
286,AIZ,4
287,ICE,8
288,C,25
289,BEN,25
290,IVZ,25
291,MMI,25
292,DNB,19
293,MCO,19
294,MSCI,4
295,CSX,9
296,NSC,9
297,UNP,9
298,KSU,9
299,WAB,18
300,ZBRA,13
301,HRL,7
302,TSN,7
303,AWK,5
304,STZ,7
305,VIAC,3
306,TWX,3
307,NFLX,3
308,DISCK,3
309,VIAB,3
310,DIS,3
311,PNR,11
312,TT,18
313,LEG,11
314,NUE,11
315,X,11
316,AKS,11
317,SWK,11
318,NWL,22
319,HWM,11
320,ETN,11
321,ATI,11
322,VAR,10
323,PG,20
324,CHD,20
325,MNST,7
326,DPS,7
327,BLL,15
328,KO,7
329,PEP,7
330,ITT,11
331,TEL,18
332,APH,13
333,IFF,7
334,EFX,25
335,JKHY,2
336,FISV,2
337,PYPL,2
338,FDC,2
339,V,2
340,FLT,2
341,TSS,4
342,GPN,4
343,WU,4
344,MA,8
345,FIS,25
346,HRB,25
347,TAP,15
348,ADP,25
349,CERN,14
350,TYL,2
351,COL,13
352,LHX,13
353,TDY,13
354,CDW,24
355,CCL,16
356,NCLH,16
357,BIO,10
358,ILMN,10
359,PKI,10
360,TMO,10
361,A,10
362,IDXX,10
363,HOLX,10
364,WAT,13
365,MTD,15
366,GLW,13
367,CAG,7
368,GIS,7
369,KHC,7
370,K,7
371,MDLZ,7
372,HSY,7
373,SJM,7
374,LW,7
375,VMC,9
376,MLM,5
377,CF,5
378,MOS,17
379,CPB,7
380,MKC,7
381,AMD,13
382,NVDA,13
383,GRMN,13
384,AAPL,2
385,SNI,3
386,F,18
387,SUNW,12
388,LEN,12
389,PHM,12
390,NVR,12
391,KBH,12
392,DHI,12
393,AMZN,19
394,NWSA,3
395,ADS,3
396,AKAM,2
397,INTU,2
398,ETSY,2
399,EBAY,2
400,GOOGL,2
401,FB,2
402,TRIP,2
403,TWTR,3
404,NLSN,3
405,HD,6
406,L,12
407,LOW,12
408,MAS,23
409,CTAS,19
410,GPS,22
411,PVH,22
412,VFC,22
413,FOSL,22
414,ANF,22
415,RL,22
416,UAA,22
417,HBI,22
418,CPRI,22
419,TPR,22
420,WRK,4
421,CL,20
422,CSRA,4
423,NAVI,4
424,IPGP,13
425,IQV,10
426,MDP,3
427,GHC,8
428,CMCSK,8
429,TRB,8
430,CVC,8
431,SSP,8
432,DISH,8
433,CHTR,8
434,TGNA,8
435,IPG,25
436,ACN,2
437,UIS,25
438,CTSH,25
439,TDC,25
440,NYT,3
441,GCI,3
442,HST,26
443,MAR,16
444,HLT,16
445,H,16
446,AE,5
447,XOM,5
448,HFC,5
449,KMI,5
450,OKE,5
451,ANDV,5
452,SUN,5
453,VLO,5
454,PSX,5
455,MPC,5
456,SAIC,25
457,LDOS,9
458,SYK,10
459,ZBH,10
460,IT,25
461,INFO,25
462,IEX,15
463,AOS,15
464,LKQ,18
465,RRD,24
466,GWW,24
467,PDCO,24
468,ASH,11
469,DD,11
470,EMN,11
471,ALB,15
472,CE,15
473,LYB,15
474,PPG,15
475,ITW,11
476,MMM,11
477,CC,11
478,ROK,15
479,FLIR,13
480,SHW,15
481,RDC,5
482,RIG,5
483,FTI,11
484,HAL,5
485,HP,5
486,NBR,17
487,MO,7
488,MON,7
489,GM,8
490,EVHC,4
491,BBY,6
492,SYY,7
493,WELL,14
494,VTR,14
495,PEAK,14
496,AFL,4
497,LNC,4
498,GL,4
499,UNM,4
500,MTG,4
501,BHF,4
502,MET,4
503,GNW,4
504,PRU,4
505,PFG,4
506,AMP,4
507,IBM,19
508,CAT,18
509,TEX,18
510,MTW,18
511,SLB,17
512,BKR,11
513,FMC,15
514,WDC,13
515,HPE,2
516,STX,13
517,ABT,10
518,DHR,10
519,RMD,10
520,COO,10
521,ABMD,10
522,BSX,10
523,ISRG,10
524,DXCM,10
525,MDT,10
526,TFX,10
527,EW,10
528,PAYX,25
529,JCI,18
530,TSLA,18
531,DLPH,18
532,VNO,26
533,MAC,26
534,FBHS,23
535,WST,11
536,STE,15
537,DE,15
538,XYL,11
539,J,11
540,FLR,11
541,HII,5
542,CIEN,2
543,EQIX,2
544,CSCO,2
545,JNPR,2
546,ANET,2
547,FTNT,2
548,AVY,11
549,TMUS,8
550,AMT,8
551,CCI,8
552,SBAC,8
553,NDAQ,2
554,SPGI,4
555,CME,2
556,NLOK,2
557,DXC,25
558,CPRT,9
559,JNJ,10
560,VTRS,10
561,ENDP,10
562,CTLT,10
563,PRGO,20
564,AIG,4
565,PGR,4
566,MBI,4
567,WRB,4
568,CINF,4
569,RE,4
570,TRV,4
571,CB,4
572,ALL,14
573,HIG,4
574,AJG,25
575,MMC,25
576,KMB,22
577,MHK,22
578,FL,6
579,LB,22
580,M,22
581,CLX,6
582,SPG,19
583,ALGN,10
584,XRAY,10
585,IR,11
586,DOV,15
587,LIN,11
588,FLS,15
589,EMR,11
590,LYV,16
591,UNH,14
592,HUM,14
593,ANTM,14
594,CNC,14
595,WLTW,25
596,AET,14
597,WCG,14
598,HSIC,14
599,BK,4
600,GPC,18
601,NCR,2
602,ZTS,4
603,NTAP,2
604,GD,13
605,LMT,11
606,NOC,13
607,RTN,19
608,KMX,6
609,URI,9
610,EXPE,2
611,BKNG,2
612,ROP,13
613,AME,15
