gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,dltt,dv,ebit,lt,sale,costat
012540,20001130,2000,INDL,C,D,STD,ADBE,ADOBE INC,USD,877.9120,1069.4160,0.0000,11.9790,414.1820,316.8720,1266.3780,A
012540,20011130,2001,INDL,C,D,STD,ADBE,ADOBE INC,USD,767.3640,930.6230,0.0000,12.0070,390.5200,313.6510,1229.7200,A
012540,20021130,2002,INDL,C,D,STD,ADBE,ADOBE INC,USD,814.1720,1051.6100,0.0000,11.8810,318.0440,377.2890,1164.7880,A
012540,20031130,2003,INDL,C,D,STD,ADBE,ADOBE INC,USD,1329.0280,1555.0450,0.0000,11.6260,378.9030,454.2450,1294.7490,A
012540,20041130,2004,INDL,C,D,STD,ADBE,ADOBE INC,USD,1551.0290,1958.6320,0.0000,11.9420,591.7940,535.1550,1666.5810,A
012540,20051130,2005,INDL,C,D,STD,ADBE,ADOBE INC,USD,2008.5780,2440.3150,0.0000,3.0440,728.4340,575.9890,1966.3210,A
012540,20061130,2006,INDL,C,D,STD,ADBE,ADOBE INC,USD,2884.4690,5962.5480,0.0000,0.0000,580.6260,810.6720,2575.3000,A
012540,20071130,2007,INDL,C,D,STD,ADBE,ADOBE INC,USD,2572.9770,5713.6790,0.0000,0.0000,859.6400,1063.6970,3157.8810,A
012540,20081130,2008,INDL,C,D,STD,ADBE,ADOBE INC,USD,2735.1030,5821.5980,350.0000,0.0000,1060.3240,1411.2440,3579.8890,A
012540,20091130,2009,INDL,C,D,STD,ADBE,ADOBE INC,USD,2473.6240,7282.2370,1000.0000,0.0000,731.7730,2391.6690,2945.8530,A
012540,20101130,2010,INDL,C,D,STD,ADBE,ADOBE INC,USD,3216.0500,8141.1480,1513.6620,0.0000,1016.3400,2948.7610,3800.0000,A
012540,20111130,2011,INDL,C,D,STD,ADBE,ADOBE INC,USD,3771.4510,8991.1830,1505.0960,0.0000,1197.0720,3208.0700,4216.2580,A
012540,20121130,2012,INDL,C,D,STD,ADBE,ADOBE INC,USD,4331.3600,9974.5230,1496.9380,0.0000,1177.2740,3309.3410,4403.6770,A
012540,20131130,2013,INDL,C,D,STD,ADBE,ADOBE INC,USD,4045.9290,10380.2980,1499.2970,0.0000,449.2200,3655.6640,4055.2400,A
012540,20141130,2014,INDL,C,D,STD,ADBE,ADOBE INC,USD,4602.3280,10785.8290,911.0860,0.0000,442.5680,4009.9240,4147.0650,A
012540,20151130,2015,INDL,C,D,STD,ADBE,ADOBE INC,USD,4821.8920,11726.4720,1907.2310,0.0000,894.6540,4724.8920,4795.5110,A
012540,20161130,2016,INDL,C,D,STD,ADBE,ADOBE INC,USD,5839.7740,12707.1140,1902.0680,0.0000,1492.0940,5282.2790,5854.4300,A
012540,20171130,2017,INDL,C,D,STD,ADBE,ADOBE INC,USD,7247.8130,14535.5560,1881.4210,0.0000,2168.0950,6075.6870,7301.5050,A
012540,20181130,2018,INDL,C,D,STD,ADBE,ADOBE INC,USD,4857.0390,18768.6820,4124.8000,0.0000,2840.3690,9406.5680,9030.0080,A
012540,20191130,2019,INDL,C,D,STD,ADBE,ADOBE INC,USD,6494.9250,20762.4000,988.9240,0.0000,3268.1210,10232.2450,11171.2970,A
012540,20201130,2020,INDL,C,D,STD,ADBE,ADOBE INC,USD,8146.0000,24284.0000,4616.0000,0.0000,4237.0000,11020.0000,12868.0000,A
012635,20001231,2000,INDL,C,D,STD,FISV,FISERV INC,USD,,5586.3200,296.9990,0.0000,325.3060,4334.2480,1653.6060,A
012635,20011231,2001,INDL,C,D,STD,FISV,FISERV INC,USD,,5322.2420,294.6840,0.0000,365.9970,3717.4160,1890.4670,A
012635,20021231,2002,INDL,C,D,STD,FISV,FISERV INC,USD,,6438.7050,278.7370,0.0000,443.0390,4611.0360,2568.8870,A
012635,20031231,2003,INDL,C,D,STD,FISV,FISERV INC,USD,,7214.1750,264.8260,0.0000,516.1680,5014.3670,3017.8700,A
012635,20041231,2004,INDL,C,D,STD,FISV,FISERV INC,USD,,8383.3490,457.8410,0.0000,659.5600,5818.9270,3729.7460,A
012635,20051231,2005,INDL,C,D,STD,FISV,FISERV INC,USD,,6039.5160,581.1990,0.0000,745.3960,3573.7760,4059.4780,A
012635,20061231,2006,INDL,C,D,STD,FISV,FISERV INC,USD,,6207.9230,741.8300,0.0000,753.2810,3782.3010,4544.1510,A
012635,20071231,2007,INDL,C,D,STD,FISV,FISERV INC,USD,4204.0000,11846.0000,4895.0000,0.0000,758.0000,9379.0000,3922.0000,A
012635,20081231,2008,INDL,C,D,STD,FISV,FISERV INC,USD,2145.0000,9331.0000,3850.0000,0.0000,927.0000,6737.0000,4739.0000,A
012635,20091231,2009,INDL,C,D,STD,FISV,FISERV INC,USD,1277.0000,8378.0000,3382.0000,0.0000,961.0000,5352.0000,4077.0000,A
012635,20101231,2010,INDL,C,D,STD,FISV,FISERV INC,USD,1417.0000,8281.0000,3353.0000,0.0000,1007.0000,5052.0000,4133.0000,A
012635,20111231,2011,INDL,C,D,STD,FISV,FISERV INC,USD,1356.0000,8548.0000,3216.0000,0.0000,1013.0000,5290.0000,4337.0000,A
012635,20121231,2012,INDL,C,D,STD,FISV,FISERV INC,USD,1412.0000,8497.0000,3228.0000,0.0000,1069.0000,5080.0000,4482.0000,A
012635,20131231,2013,INDL,C,D,STD,FISV,FISERV INC,USD,1572.0000,9513.0000,3756.0000,0.0000,1142.0000,5928.0000,4814.0000,A
012635,20141231,2014,INDL,C,D,STD,FISV,FISERV INC,USD,1486.0000,9337.0000,3711.0000,0.0000,1223.0000,6042.0000,5066.0000,A
012635,20151231,2015,INDL,C,D,STD,FISV,FISERV INC,USD,1506.0000,9340.0000,4288.0000,0.0000,1348.0000,6680.0000,5254.0000,A
012635,20161231,2016,INDL,C,D,STD,FISV,FISERV INC,USD,1728.0000,9743.0000,4467.0000,0.0000,1455.0000,7202.0000,5505.0000,A
012635,20171231,2017,INDL,C,D,STD,FISV,FISERV INC,USD,1975.0000,10289.0000,4897.0000,0.0000,1522.0000,7558.0000,5696.0000,A
012635,20181231,2018,INDL,C,D,STD,FISV,FISERV INC,USD,2224.0000,11262.0000,5955.0000,0.0000,1516.0000,8969.0000,5823.0000,A
012635,20191231,2019,INDL,C,D,STD,FISV,FISERV INC,USD,17046.0000,77539.0000,22215.0000,0.0000,1671.0000,42682.0000,10187.0000,A
012635,20201231,2020,INDL,C,D,STD,FISV,FISERV INC,USD,16219.0000,74619.0000,20300.0000,0.0000,1728.0000,41290.0000,14852.0000,A
012689,20001130,2000,INDL,C,D,STD,KBH,KB HOME,USD,,2828.9210,1592.9520,11.4650,331.8150,2117.2960,3930.8580,A
012689,20011130,2001,INDL,C,D,STD,KBH,KB HOME,USD,,3692.8660,1706.0090,11.1830,404.5230,2536.7210,4574.1840,A
012689,20021130,2002,INDL,C,D,STD,KBH,KB HOME,USD,,4025.5400,1688.7060,12.3710,521.8900,2676.9230,5030.8160,A
012689,20031130,2003,INDL,C,D,STD,KBH,KB HOME,USD,,4235.8590,1393.0050,11.8090,605.1210,2553.7770,5850.5540,A
012689,20041130,2004,INDL,C,D,STD,KBH,KB HOME,USD,,5835.9560,2048.2470,39.1630,787.8980,3653.2350,7052.6840,A
012689,20051130,2005,INDL,C,D,STD,KBH,KB HOME,USD,,7746.9200,2464.4020,61.5770,1366.2870,4750.2980,9441.6500,A
012689,20061130,2006,INDL,C,D,STD,KBH,KB HOME,USD,,9014.4640,3027.4400,78.2580,770.0830,5903.3580,11003.7920,A
012689,20071130,2007,INDL,C,D,STD,KBH,KB HOME,USD,,5705.9560,2159.8850,77.1700,-1239.2700,3855.2690,6416.5260,A
012689,20081130,2008,INDL,C,D,STD,KBH,KB HOME,USD,,4044.3000,1662.0150,62.9670,-786.3950,3213.6950,3033.9360,A
012689,20091130,2009,INDL,C,D,STD,KBH,KB HOME,USD,,3435.9890,1801.8960,19.0970,-231.3360,2728.7650,1824.8500,A
012689,20101130,2010,INDL,C,D,STD,KBH,KB HOME,USD,,3109.7490,1571.2290,19.2230,-10.9310,2477.8710,1589.9960,A
012689,20111130,2011,INDL,C,D,STD,KBH,KB HOME,USD,,2512.5420,1558.5870,19.2400,-65.5170,2069.8850,1315.8660,A
012689,20121130,2012,INDL,C,D,STD,KBH,KB HOME,USD,,2561.6980,1684.9150,10.5990,-26.7220,2184.8920,1560.1150,A
012689,20131130,2013,INDL,C,D,STD,KBH,KB HOME,USD,,3193.6350,2141.6980,8.3660,126.1890,2657.5490,2097.1300,A
012689,20141130,2014,INDL,C,D,STD,KBH,KB HOME,USD,,4757.5500,2354.3250,8.9820,123.8290,3161.6400,2400.9490,A
012689,20151130,2015,INDL,C,D,STD,KBH,KB HOME,USD,,5015.3710,2589.8720,9.1860,145.9530,3324.5370,3032.0300,A
012689,20161130,2016,INDL,C,D,STD,KBH,KB HOME,USD,,5131.6240,2309.2900,8.5860,160.2870,3408.4790,3594.6460,A
012689,20171130,2017,INDL,C,D,STD,KBH,KB HOME,USD,,5041.5150,2014.7750,8.6420,292.2370,3115.2040,4368.5290,A
012689,20181130,2018,INDL,C,D,STD,KBH,KB HOME,USD,,5073.5710,1390.9540,8.8920,355.0840,2986.0710,4547.0020,A
012689,20191130,2019,INDL,C,D,STD,KBH,KB HOME,USD,,5015.4820,1740.8580,20.3700,342.1360,2632.3600,4552.7470,A
012689,20201130,2020,INDL,C,D,STD,KBH,KB HOME,USD,,5356.4420,1782.7430,38.0650,334.5610,2690.6730,4183.1740,A
012726,20001231,2000,FS,C,D,STD,UNM,UNUM GROUP,USD,,40363.9000,1166.5000,,,34488.4000,,A
012726,20001231,2000,INDL,C,D,STD,UNM,UNUM GROUP,USD,,40363.9000,1466.5000,142.1000,1047.4000,34788.4000,9432.3000,A
012726,20011231,2001,FS,C,D,STD,UNM,UNUM GROUP,USD,,42442.7000,1534.0000,,,36202.8000,,A
012726,20011231,2001,INDL,C,D,STD,UNM,UNUM GROUP,USD,,42442.7000,1834.0000,142.6000,1000.1000,36502.8000,9394.8000,A
012726,20021231,2002,FS,C,D,STD,UNM,UNUM GROUP,USD,,45259.5000,1914.0000,,,38116.3000,,A
012726,20021231,2002,INDL,C,D,STD,UNM,UNUM GROUP,USD,,45259.5000,2214.0000,142.8000,773.3000,38416.3000,9613.0000,A
012726,20031231,2003,FS,C,D,STD,UNM,UNUM GROUP,USD,,49718.3000,2789.0000,,,42447.3000,,A
012726,20031231,2003,INDL,C,D,STD,UNM,UNUM GROUP,USD,,49718.3000,2789.0000,98.1000,-233.0000,42447.3000,9991.6000,A
012726,20041231,2004,FS,C,D,STD,UNM,UNUM GROUP,USD,,50832.3000,2862.0000,,,43608.2000,,A
012726,20041231,2004,INDL,C,D,STD,UNM,UNUM GROUP,USD,,50832.3000,2862.0000,88.4000,790.0000,43608.2000,10450.9000,A
012726,20051231,2005,FS,C,D,STD,UNM,UNUM GROUP,USD,,51866.8000,3261.6000,,,44502.9000,,A
012726,20051231,2005,INDL,C,D,STD,UNM,UNUM GROUP,USD,,51866.8000,3261.6000,88.7000,996.0000,44502.9000,10431.5000,A
012726,20061231,2006,FS,C,D,STD,UNM,UNUM GROUP,USD,,52823.3000,2659.6000,,,45104.5000,,A
012726,20061231,2006,INDL,C,D,STD,UNM,UNUM GROUP,USD,,52823.3000,2659.6000,95.6000,698.9000,45104.5000,10532.7000,A
012726,20071231,2007,FS,C,D,STD,UNM,UNUM GROUP,USD,,52432.7000,2515.2000,,,44392.8000,,A
012726,20071231,2007,INDL,C,D,STD,UNM,UNUM GROUP,USD,,52432.7000,2515.2000,105.2000,1250.7000,44392.8000,10519.9000,A
012726,20081231,2008,FS,C,D,STD,UNM,UNUM GROUP,USD,,49417.4000,2259.4000,,,43019.5000,,A
012726,20081231,2008,INDL,C,D,STD,UNM,UNUM GROUP,USD,,49417.4000,2259.4000,103.5000,983.4000,43019.5000,9974.7000,A
012726,20091231,2009,FS,C,D,STD,UNM,UNUM GROUP,USD,,54477.0000,2549.6000,,,45976.9000,,A
012726,20091231,2009,INDL,C,D,STD,UNM,UNUM GROUP,USD,,54477.0000,2549.6000,104.5000,1416.2000,45976.9000,10089.5000,A
012726,20101231,2010,FS,C,D,STD,UNM,UNUM GROUP,USD,,57307.7000,2631.3000,,,48363.3000,,A
012726,20101231,2010,INDL,C,D,STD,UNM,UNUM GROUP,USD,,57307.7000,2631.3000,114.8000,1477.0000,48363.3000,10197.1000,A
012726,20111231,2011,FS,C,D,STD,UNM,UNUM GROUP,USD,,60179.0000,2570.2000,,,51602.0000,,A
012726,20111231,2011,INDL,C,D,STD,UNM,UNUM GROUP,USD,,60179.0000,2570.2000,121.0000,674.4000,51602.0000,10262.1000,A
012726,20121231,2012,FS,C,D,STD,UNM,UNUM GROUP,USD,,62236.1000,2755.4000,,,53623.5000,,A
012726,20121231,2012,INDL,C,D,STD,UNM,UNUM GROUP,USD,,62236.1000,2755.4000,133.8000,1394.0000,53623.5000,10518.7000,A
012726,20131231,2013,FS,C,D,STD,UNM,UNUM GROUP,USD,,59403.6000,2612.0000,,,50744.5000,,A
012726,20131231,2013,INDL,C,D,STD,UNM,UNUM GROUP,USD,,59403.6000,2612.0000,146.5000,1352.5000,50744.5000,10354.7000,A
012726,20141231,2014,FS,C,D,STD,UNM,UNUM GROUP,USD,,62497.1000,2628.7000,,,53944.7000,,A
012726,20141231,2014,INDL,C,D,STD,UNM,UNUM GROUP,USD,,62497.1000,2628.7000,159.4000,762.6000,53944.7000,10513.2000,A
012726,20151231,2015,FS,C,D,STD,UNM,UNUM GROUP,USD,,60589.7000,2475.1000,,,51925.8000,,A
012726,20151231,2015,INDL,C,D,STD,UNM,UNUM GROUP,USD,,60589.7000,2475.1000,174.2000,1408.7000,51925.8000,10748.9000,A
012726,20161231,2016,FS,C,D,STD,UNM,UNUM GROUP,USD,,61941.5000,2999.4000,,,52973.5000,,A
012726,20161231,2016,INDL,C,D,STD,UNM,UNUM GROUP,USD,,61941.5000,2999.4000,182.6000,1514.6000,52973.5000,11047.4000,A
012726,20171231,2017,FS,C,D,STD,UNM,UNUM GROUP,USD,,64013.1000,2738.4000,,,54438.2000,,A
012726,20171231,2017,INDL,C,D,STD,UNM,UNUM GROUP,USD,,64013.1000,2738.4000,196.0000,1563.9000,54438.2000,11286.8000,A
012726,20181231,2018,FS,C,D,STD,UNM,UNUM GROUP,USD,,61875.6000,2971.3000,,,53253.8000,,A
012726,20181231,2018,INDL,C,D,STD,UNM,UNUM GROUP,USD,,61875.6000,2971.3000,215.6000,795.8000,53253.8000,11599.2000,A
012726,20191231,2019,FS,C,D,STD,UNM,UNUM GROUP,USD,,67013.4000,3041.6000,,,57048.4000,,A
012726,20191231,2019,INDL,C,D,STD,UNM,UNUM GROUP,USD,,67013.4000,3041.6000,229.2000,1587.5000,57048.4000,11999.6000,A
012726,20201231,2020,FS,C,D,STD,UNM,UNUM GROUP,USD,,70625.8000,3451.6000,,,59754.8000,,A
012726,20201231,2020,INDL,C,D,STD,UNM,UNUM GROUP,USD,,70625.8000,3451.6000,231.9000,1188.9000,59754.8000,13162.8000,A
012788,20000630,2000,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,671.0260,1137.5050,254.8180,3.4440,121.7220,650.1170,1677.9390,I
012788,20010630,2001,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,708.8710,1162.3850,343.8220,3.2220,107.5280,738.5140,1716.5470,I
012788,20020630,2002,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,876.7630,1480.2800,470.4240,3.2270,111.5210,951.4180,1826.1880,I
012788,20030630,2003,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,967.6240,1703.6580,497.7590,3.2310,166.8940,1047.8730,2228.5190,I
012788,20040630,2004,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1204.0350,1988.8100,387.6160,3.2890,254.4650,1113.8140,2711.3740,I
012788,20050630,2005,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1183.2930,2187.2030,330.7910,3.3540,350.9810,1126.2550,3030.8890,I
012788,20060630,2006,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1249.3570,2354.6610,179.4660,3.3210,406.7400,1123.7810,3247.8970,I
012788,20070630,2007,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1233.1530,2508.8680,57.6610,3.2620,397.2660,1013.9490,3551.1440,I
012788,20080630,2008,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1439.0810,2826.9250,427.3130,3.0560,198.5700,1487.0450,4112.5030,I
012788,20090630,2009,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1510.5310,2492.3530,628.8540,2.2070,-78.2660,1517.7420,2891.0220,I
012788,20100630,2010,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,1673.9790,2556.2150,363.9020,0.0000,130.3430,1421.3230,3364.4280,I
012788,20110630,2011,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2108.1550,3058.4950,378.4010,3.5250,196.2880,1634.8370,3772.3450,I
012788,20120630,2012,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2116.2450,3169.4640,0.0520,21.1610,306.2440,1639.8530,4364.0780,I
012788,20130630,2013,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2089.0520,3235.6850,255.0430,41.4490,291.9800,1590.8140,4297.8420,I
012788,20140630,2014,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2458.8710,4125.5900,519.4070,83.0530,438.4530,2332.5690,5348.4830,I
012788,20150630,2015,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2948.7700,5929.7520,1080.6670,92.6000,533.6320,3536.9260,6155.2970,I
012788,20160630,2016,INDL,C,D,STD,HAR,HARMAN INTERNATIONAL INDS,USD,2918.4550,6054.0420,1316.5060,100.6510,614.1780,3601.5690,6911.6760,I
012850,20001231,2000,INDL,C,D,STD,CERN,CERNER CORP,USD,288.4960,616.4110,102.2990,0.0000,37.1890,272.6940,404.5040,A
012850,20011231,2001,INDL,C,D,STD,CERN,CERNER CORP,USD,347.6760,712.3020,92.1320,0.0000,61.5320,317.4630,542.6050,A
012850,20021231,2002,INDL,C,D,STD,CERN,CERNER CORP,USD,447.6860,779.2790,136.6360,0.0000,90.8200,338.0350,751.8520,A
012850,20031231,2003,INDL,C,D,STD,CERN,CERNER CORP,USD,428.9790,859.3400,124.5700,0.0000,78.0970,363.4940,839.5870,A
012850,20041231,2004,INDL,C,D,STD,CERN,CERNER CORP,USD,509.4730,982.2650,108.8040,0.0000,114.8100,383.6140,926.3560,A
012850,20051231,2005,INDL,C,D,STD,CERN,CERNER CORP,USD,651.6310,1303.6290,194.2650,0.0000,146.8180,541.8100,1160.7850,A
012850,20061231,2006,INDL,C,D,STD,CERN,CERNER CORP,USD,745.9870,1491.3900,187.3910,0.0000,166.1670,571.9720,1378.0380,A
012850,20071231,2007,INDL,C,D,STD,CERN,CERNER CORP,USD,818.5640,1689.9560,177.6060,0.0000,212.6830,556.2420,1519.8770,A
012850,20081231,2008,INDL,C,D,STD,CERN,CERNER CORP,USD,858.8730,1880.9880,111.3700,0.0000,315.4990,568.6930,1676.0280,A
012850,20091231,2009,INDL,C,D,STD,CERN,CERNER CORP,USD,1146.3350,2148.5670,95.5060,0.0000,292.0060,567.7690,1671.8640,A
012850,20101231,2010,INDL,C,D,STD,CERN,CERNER CORP,USD,1146.0610,2422.7900,67.9230,0.0000,358.5330,517.3730,1850.2220,A
012850,20111231,2011,INDL,C,D,STD,CERN,CERNER CORP,USD,1502.3130,3000.3580,86.8210,0.0000,459.7980,689.5570,2203.1530,A
012850,20121231,2012,INDL,C,D,STD,CERN,CERNER CORP,USD,1790.5060,3704.4680,136.5570,0.0000,571.6620,870.8180,2665.4360,A
012850,20131231,2013,INDL,C,D,STD,CERN,CERNER CORP,USD,1761.7080,4098.3640,111.7170,0.0000,682.2120,930.7000,2910.7480,A
012850,20141231,2014,INDL,C,D,STD,CERN,CERNER CORP,USD,2348.7860,4530.5650,62.8680,0.0000,778.8840,964.5970,3402.7030,A
012850,20151231,2015,INDL,C,D,STD,CERN,CERNER CORP,USD,1827.8330,5561.9840,563.3530,0.0000,872.9060,1691.6000,4425.2670,A
012850,20161231,2016,INDL,C,D,STD,CERN,CERNER CORP,USD,1619.3610,5629.9630,537.5520,0.0000,951.4310,1702.0160,4796.4730,A
012850,20171231,2017,INDL,C,D,STD,CERN,CERNER CORP,USD,2380.2270,6469.3110,515.1300,0.0000,960.5430,1683.9630,5142.2720,A
012850,20181231,2018,INDL,C,D,STD,CERN,CERNER CORP,USD,2318.8040,6708.6360,438.8020,0.0000,824.9730,1780.2470,5366.3250,A
012850,20191231,2019,INDL,C,D,STD,CERN,CERNER CORP,USD,2096.6240,6894.6220,1142.9960,113.8230,858.0190,2577.2940,5692.5980,A
012850,20201231,2020,INDL,C,D,STD,CERN,CERNER CORP,USD,2650.9870,7521.0960,1426.1750,221.4610,888.1460,3038.5290,5505.7880,A
012892,20101231,2010,INDL,C,D,STD,SUN,SUNOCO LP,USD,132.4160,202.5870,1.1210,0.0000,14.8220,97.3720,2683.7920,A
012892,20111231,2011,INDL,C,D,STD,SUN,SUNOCO LP,USD,147.4120,231.3160,1.0980,0.0000,17.1820,115.5030,3820.3780,A
012892,20121231,2012,INDL,C,D,STD,SUN,SUNOCO LP,USD,103.1050,355.8000,184.8310,206.6530,23.7530,277.4680,4277.3410,A
012892,20131231,2013,INDL,C,D,STD,SUN,SUNOCO LP,USD,138.2220,390.0840,185.6260,39.6010,41.2620,310.3910,4492.5790,A
012892,20141231,2014,INDL,C,D,STD,SUN,SUNOCO LP,USD,225.1410,2197.4810,856.7610,51.9510,77.0980,1060.7490,5382.0160,A
012892,20151231,2015,INDL,C,D,STD,SUN,SUNOCO LP,USD,1014.1510,6247.5830,1952.5310,324.6140,326.4180,3153.1680,16935.3470,A
012892,20161231,2016,INDL,C,D,STD,SUN,SUNOCO LP,USD,1389.0000,8701.0000,4509.0000,436.0000,441.0000,6505.0000,15698.0000,A
012892,20171231,2017,INDL,C,D,STD,SUN,SUNOCO LP,USD,4544.0000,8344.0000,4284.0000,431.0000,343.0000,6097.0000,11723.0000,A
012892,20181231,2018,INDL,C,D,STD,SUN,SUNOCO LP,USD,905.0000,4879.0000,2980.0000,383.0000,364.0000,4095.0000,16994.0000,A
012892,20191231,2019,INDL,C,D,STD,SUN,SUNOCO LP,USD,924.0000,5438.0000,3590.0000,353.0000,540.0000,4680.0000,16596.0000,A
012892,20201231,2020,INDL,C,D,STD,SUN,SUNOCO LP,USD,847.0000,5267.0000,3644.0000,,443.0000,4635.0000,10710.0000,A
012950,20000331,1999,INDL,C,D,STD,ARG,AIRGAS INC,USD,408.7900,1739.3310,857.4220,0.0000,115.2020,1266.8240,1542.3340,I
012950,20010331,2000,INDL,C,D,STD,ARG,AIRGAS INC,USD,333.8450,1582.7250,620.6640,0.0000,116.8920,1085.8760,1628.9010,I
012950,20020331,2001,INDL,C,D,STD,ARG,AIRGAS INC,USD,303.5430,1717.0570,764.1240,0.0000,133.5330,1213.9710,1636.0470,I
012950,20030331,2002,INDL,C,D,STD,ARG,AIRGAS INC,USD,270.5820,1700.2430,658.0310,0.0000,158.5760,1103.3100,1786.9640,I
012950,20040331,2003,INDL,C,D,STD,ARG,AIRGAS INC,USD,326.8300,1931.0790,682.6980,11.8010,169.8040,1202.9870,1895.4680,I
012950,20050331,2004,INDL,C,D,STD,ARG,AIRGAS INC,USD,466.2570,2291.8630,801.6350,13.6430,209.6330,1441.5000,2411.4090,I
012950,20060331,2005,INDL,C,D,STD,ARG,AIRGAS INC,USD,458.5160,2474.4120,635.7260,18.4490,270.9580,1470.0620,2829.6100,I
012950,20070331,2006,INDL,C,D,STD,ARG,AIRGAS INC,USD,549.4990,3333.4570,1309.7190,21.9800,341.4520,2150.8840,3205.0510,I
012950,20080331,2007,INDL,C,D,STD,ARG,AIRGAS INC,USD,638.7140,3979.2610,1539.6480,31.8280,486.2460,2565.9250,4017.0240,I
012950,20090331,2008,INDL,C,D,STD,ARG,AIRGAS INC,USD,717.9700,4399.5370,1750.3080,45.7660,524.8680,2827.7820,4349.4550,I
012950,20100331,2009,INDL,C,D,STD,ARG,AIRGAS INC,USD,711.3350,4495.9320,1499.3840,62.5260,399.8980,2700.3880,3864.0050,I
012950,20110331,2010,INDL,C,D,STD,ARG,AIRGAS INC,USD,1120.6450,4935.8810,1842.9940,83.7970,468.3810,3200.9990,4251.4670,I
012950,20120331,2011,INDL,C,D,STD,ARG,AIRGAS INC,USD,1274.2060,5320.5850,1761.9020,95.3230,582.4690,3570.3270,4746.2830,I
012950,20130331,2012,INDL,C,D,STD,ARG,AIRGAS INC,USD,1463.8300,5618.2250,2304.2450,122.2020,605.8060,4081.2420,4957.4970,I
012950,20140331,2013,INDL,C,D,STD,ARG,AIRGAS INC,USD,1399.0870,5793.3140,1706.7740,141.4610,630.5660,3952.6650,5072.5370,I
012950,20150331,2014,INDL,C,D,STD,ARG,AIRGAS INC,USD,1415.6840,5973.6100,1748.6620,164.5170,642.9780,3822.0240,5304.8850,I
012950,20160331,2015,INDL,C,D,STD,ARG,AIRGAS INC,USD,1384.1980,6134.9560,1954.8200,175.3840,618.9780,4089.6580,5313.7770,I
012978,20101231,2010,INDL,C,D,STD,KRFT,KRAFT FOODS GROUP INC,USD,3307.0000,21598.0000,31.0000,0.0000,2996.0000,4559.0000,17840.0000,I
012978,20111231,2011,INDL,C,D,STD,KRFT,KRAFT FOODS GROUP INC,USD,3272.0000,21539.0000,27.0000,0.0000,2976.0000,4940.0000,18710.0000,I
012978,20121231,2012,INDL,C,D,STD,KRFT,KRAFT FOODS GROUP INC,USD,4823.0000,23329.0000,9966.0000,0.0000,2883.0000,19757.0000,18380.0000,I
012978,20131231,2013,INDL,C,D,STD,KRFT,KRAFT FOODS GROUP INC,USD,4908.0000,23148.0000,9976.0000,1207.0000,4881.0000,17961.0000,18218.0000,I
012978,20141231,2014,INDL,C,D,STD,KRFT,KRAFT FOODS GROUP INC,USD,4791.0000,22947.0000,8627.0000,1266.0000,1997.0000,18582.0000,18205.0000,I
013003,20001031,2000,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,709.4240,1292.9280,3.1240,0.0000,62.5380,2081.0870,1124.8150,I
013003,20011031,2001,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,798.5990,1371.7140,288.2030,0.0000,-11.3230,879.5130,1148.1730,I
013003,20021031,2002,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,700.1070,1257.3390,215.0850,0.0000,37.3360,895.4930,1150.8470,I
013003,20031031,2003,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,776.5670,1286.7290,202.9120,0.0000,51.5950,916.4560,1215.9660,I
013003,20041031,2004,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,992.0520,1440.3590,202.8690,14.0260,104.8010,988.3110,1432.1670,I
013003,20051031,2005,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,1116.6830,1648.5280,1.7030,33.5800,264.0740,980.9020,1927.4740,I
013003,20061031,2006,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,1227.8750,1954.0050,98.1450,54.4260,433.2880,1034.3760,2401.7100,I
013003,20071031,2007,INDL,C,D,STD,JOY,JOY GLOBAL INC,USD,1537.7950,2134.9030,396.2570,66.1580,468.1500,1410.9090,2547.3220,I
